COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr
BEAVER_MT           ,Beaver Mt,9296,3 CK. RES. STORAGE IN ACFT                                                      ,0,Three Creeks Reservoir                                                                                                                                                                                  ,Reservoir,1,9296,BEAVER RIVER                                                ,Observational,STAFF GAUGE on upstream dam face    ,DIGITAL     ,A,38.29650132,-112.4206077,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9296,18,2005,2025
ROCKY_FORD          ,Rocky Ford Irrigation Company,9300,MINERSVILLE RES. OUTFLOW FOR EA. DAY MEASURED                                   ,16055,Minersville Outflow                                                                                                                                                                                     ,Reservoir Release,1,9300,BEAVER RIVER                                                ,Observational,8` Parshall Flume  meas  pond outlet,NULL,A,38.21709329,-112.8355495,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9300,9,2010,2025
ROCKY_FORD          ,Rocky Ford Irrigation Company,9301,MINERSVILLE RES. STORAGE FOR EA. DAY MEASURED                                   ,16059,Minersville Storage                                                                                                                                                                                     ,Reservoir,1,9301,BEAVER RIVER                                                ,Observational,ResvrStaff Gauge (new)convert to AF ,DIGITAL     ,A,38.21711986,-112.8355751,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9301,8,2006,2025
LBEAR               ,Bear River (Cache),9305,08A REESE-BALLARD                                                               ,AEl                                     ,"08 & 08A -, Radio - 204 Munk                                                                                                                                                                            ",Conveyance,2,9305,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.80943574,-111.9015124,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9305,20,2005,2024
LBEAR               ,Bear River (Cache),9308,13A SPACKMAN-BUTTARS                                                            ,AAj                                     ,"13 & 13A -, Radio - 206 Gravel Pit                                                                                                                                                                      ",Conveyance,2,9308,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.90797664,-111.8948364,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9308,21,2005,2025
DUCHESNE            ,Duchesne River,9309,422 MIDVIEW RESERVOIR INFLOW                                                    ,8714,Midview Resvr Inflow                                                                                                                                                                                    ,Conveyance,4,9309,DUCHESNE RIVER                                              ,Observational,                                    ,FLOWMETER   ,A,40.18091387,-110.2163735,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9309,10,2004,2023
DUCHESNE            ,Duchesne River,9311,421 MIDVIEW RESERVOIR                                                           ,10362,Big Sand Wash Reservoir Elevation                                                                                                                                                                       ,Reservoir,5,9311,DUCHESNE RIVER                                              ,Observational,                                    ,STAGE       ,A,40.1788808,-110.1664894,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9311,15,2003,2025
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,9326,WTP CREEKSIDE DIVERSION                                                         ,10,LCC LCWTP Creek Intake                                                                                                                                                                                  ,Conveyance,1,9326,LITTLE COTTONWOOD CREEK                                     ,Observational,Flow Meter                          ,NULL,A,40.57947014,-111.7987434,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9326,11,2015,2025
BEAR_UPL            ,Bear River (UPL),9410,00  NEWCUTLER                                                                   ,Cutler Reservoir Con                    ,Cutler Reservoir Contents                                                                                                                                                                               ,Reservoir,1,9410,LOWER BEAR RIVER                                            ,Observational,                                    ,NULL,A,41.83677222,-112.0470038,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9410,24,2004,2025
LBEAR               ,Bear River (Cache),9416,47  RICH (NORTH PUMP)                                                           ,AAk                                     ,"47 -, Radio - 206 Gravel Pit                                                                                                                                                                            ",Conveyance,2,9416,LOWER BEAR RIVER                                            ,Observational,Dynasonic Flow Sensor               ,FLOWMETER   ,A,41.8889458,-111.8695328,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9416,20,2006,2025
LBEAR               ,Bear River (Cache),9417,55B TODD BALLARD                                                                ,Ag                                      ,"55b, 51 -, Radio - 202 UP&L                                                                                                                                                                             ",Conveyance,3,9417,LOWER BEAR RIVER                                            ,Observational,Ultrasonic Flow Sensor              ,FLOWMETER   ,A,41.82556689,-111.9516683,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9417,19,2006,2024
LITTLEBEAR          ,Little Bear River (Cache),9424,NIBLEY BLACKSMITH FORK CANAL                                                    ,A                                       ,Radio - 210 Nibley                                                                                                                                                                                      ,Conveyance,1,9424,BLACKSMITH FORK RIVER                                       ,Observational,8` Parshall flume                   ,STAGE       ,A,41.64556172,-111.8185736,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9424,20,2006,2025
CU_SCADA            ,CUWCD Scada,9438,UTAH LAKE STORAGE CONTENTS (FROM CUWCD REALTIME DATA)                           ,OREM\UL\ANALOG\DEPTH0                   ,Utah Lake - Elv Below Compromise                                                                                                                                                                        ,Reservoir,1,9438,UTAH LAKE/JORDAN RIVER                                      ,Observational,                                    ,STAGE       ,A,40.25373392,-111.805859,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9438,20,2006,2025
EMERY               ,Emery County,9448,CLEVELAND RSVR RELEASES                                                         ,8953,Cleveland Reservoir Releases                                                                                                                                                                            ,Reservoir Release,1,9448,HUNTINGTON CREEK                                            ,Observational,                                    ,DIGITAL     ,A,39.57589596,-111.2382065,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9448,22,2004,2025
DUCHESNE            ,Duchesne River,9450,249 WPPBB PIPE                                                                  ,8937,WPPBB PIPE                                                                                                                                                                                              ,Conveyance,3,9450,DUCHESNE RIVER                                              ,Observational,Meter                               ,DIGITAL     ,A,40.30721466,-110.6436782,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9450,19,2007,2025
BEAR_UPL            ,Bear River (UPL),9456,BEAR LAKE OUTLET CANAL                                                          ,Bear Lake Outlet Can                    ,BEAR LAKE OUTLET CANAL                                                                                                                                                                                  ,Reservoir Release,1,9456,BEAR RIVER (UPL)                                            ,Observational,                                    ,NULL,A,42.17050341,-111.3250045,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9456,28,2007,2025
BEAR_UPL            ,Bear River (UPL),9460,BEAR LAKE CONTENTS                                                              ,Bear Lake Contents                      ,Bear Lake Contents                                                                                                                                                                                      ,Reservoir,1,9460,BEAR RIVER (UPL)                                            ,Observational,                                    ,NULL,A,41.99378373,-111.3368972,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9460,25,2007,2025
CU_SCADA            ,CUWCD Scada,9477,1088 OLM TO JORDAN AQUEDUCT                                                     ,OREM\DS\FLOW\UV1J4\PV                   ,JA4 - Diversion/Inflow                                                                                                                                                                                  ,Conveyance,1,9477,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.3487671,-111.5887337,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9477,15,2006,2025
CU_SCADA            ,CUWCD Scada,9478,1089 OLM TO ALPINE AQUEDUCT                                                     ,OREM\DS\FLOW\UV1AA3\PV                  ,AA3Bypass - MV4 -Diversion/In                                                                                                                                                                           ,Conveyance,1,9478,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.34876914,-111.588728,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9478,15,2006,2025
CU_SCADA            ,CUWCD Scada,9479,0038 WEBER CANAL (PARSHALL)                                                     ,SCADA.WCFLOW-P.F_CV                     ,Weber Canal Parshall Flume Measurement                                                                                                                                                                  ,Conveyance,1,9479,PROVO RIVER                                                 ,Observational,Parshall Flume                      ,DIGITAL     ,A,40.61001727,-111.3055068,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9479,20,2006,2025
CU_SCADA            ,CUWCD Scada,9480,0039 WEBER CANAL (CIPOLLETTI)                                                   ,SCADA.WCFLOW-C.F_CV                     ,Weber Canal Cipolletti Weir Measurement                                                                                                                                                                 ,Conveyance,1,9480,PROVO RIVER                                                 ,Observational,Cipoletti Weir                      ,DIGITAL     ,A,40.61000839,-111.3055051,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9480,20,2006,2025
PRWUA               ,Provo River Water Users,9481,0418 DC RIGHT PENSTOCK RELEASE                                                  ,S14_FIT_2M                              ,"Data From:www.prwua.org, To:0418 DC RIGHT PENSTOCK RELEASE                                                                                                                                              ",Hydropower,1,9481,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.40432902,-111.528571,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9481,20,2006,2025
PRWUA               ,Provo River Water Users,9482,0419 DC LEFT PENSTOCK RELEASE                                                   ,S14_FIT_3M                              ,"Data From:www.prwua.org, To:0419 DC LEFT PENSTOCK RELEASE                                                                                                                                               ",Hydropower,1,9482,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.4043086,-111.5285978,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9482,20,2006,2025
CU_SCADA            ,CUWCD Scada,9483,380 STARVATION RES. INFLOW KNIGHT DIVERSION 84                                  ,KD84FLOW_HIST                           ,Knight 84 Gate 2                                                                                                                                                                                        ,Conveyance,1,9483,DUCHESNE RIVER                                              ,Observational,Venturi                             ,DIGITAL     ,A,40.24065333,-110.4120965,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9483,20,2006,2025
CU_SCADA            ,CUWCD Scada,9484,380 STARVATION RES. INFLOW KNIGHT DIVERSION 30                                  ,KD30FLOW_HIST                           ,Knight 30 Gate 1                                                                                                                                                                                        ,Conveyance,1,9484,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.24063428,-110.4120581,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9484,20,2006,2025
CU_SCADA            ,CUWCD Scada,9485,610 CURRANT CK. TO TUNNEL (GAGE 1)                                              ,CCG1FLOW_HIST                           ,Currant Creek Tunnel Gage 1                                                                                                                                                                             ,Conveyance,1,9485,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.33122565,-111.0524179,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9485,24,2002,2025
CU_SCADA            ,CUWCD Scada,9486,610 CURRANT CK. TO TUNNEL (24-INCH LINE)                                        ,CC24FLOW_HIST                           ,Currant Creek Tunnel 24-in line Gage                                                                                                                                                                    ,Conveyance,1,9486,DUCHESNE RIVER                                              ,Observational,24` Venturri                        ,DIGITAL     ,A,40.33090059,-111.0526291,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9486,24,2002,2025
CU_SCADA            ,CUWCD Scada,9488,270 UPPER STILLWATER RES. ROCK CK OUTFLOW (CSRC)                                ,SWCSRCFL_HIST                           ,Stillwater Res River Outlet1 Meter                                                                                                                                                                      ,Reservoir Release,1,9488,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.5587254,-110.7009783,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9488,20,2006,2025
CU_SCADA            ,CUWCD Scada,9489,270 UPPER STILLWATER RES. ROCK CK OUTFLOW (JET FLOW)                            ,SWJFGFLW_HIST                           ,Stillwater Res River Outlet Jet Flow Meter                                                                                                                                                              ,Reservoir Release,1,9489,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.55956559,-110.699738,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9489,20,2006,2025
DUCHESNE            ,Duchesne River,9491,420 REDCAP FEEDER CANAL                                                         ,8796,*                                                                                                                                                                                                       ,Conveyance,4,9491,DUCHESNE RIVER                                              ,Observational,                                    ,FLOWMETER   ,A,40.18136705,-110.2163653,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9491,18,2007,2024
GREENRIV            ,Green River,9504,EASTSIDE CANAL                                                                  ,Eastside Canal                          ,Radio 202:2 - Pakbus 1                                                                                                                                                                                  ,Conveyance,1,9504,GREEN RIVER                                                 ,Observational,MACE Agriflo with SDI12 interface   ,DIGITAL     ,A,39.07748073,-110.1408666,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9504,18,2008,2025
CU_SCADA            ,CUWCD Scada,9507,0041 WASHINGTON SOUTH KAMAS RETURN FLOW TO WEBER CANAL                          ,HPWSKRFLOW_HIST                         ,Return flow to Weber Canal from the Washington South Kamas Canal                                                                                                                                        ,Conveyance,1,9507,PROVO RIVER                                                 ,Observational,1 foot Parshall Flume               ,DIGITAL     ,A,40.62378947,-111.3033817,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9507,15,2008,2025
MILLCREEK2          ,Mill Creek 2,9508,MOAB IRR CO DIVERSION 1                                                         ,A                                       ,MIC1                                                                                                                                                                                                    ,Conveyance,1,9508,MILL CREEK (MOAB)                                           ,Observational,Dynasonics TFXL Badger meter        ,FLOWMETER   ,A,38.56488491,-109.5368148,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9508,22,2004,2025
BERYL               ,Beryl System,9518,ENTERPRISE DAM OUTFLOW                                                          ,Enterprise Dam Outflow                  ,                                                                                                                                                                                                        ,Reservoir Release,1,9518,BERYL-ENTERPRISE ESCALANTE VALLEY                           ,Observational,Ultrasonic Flow Meter               ,FLOWMETER   ,A,37.57643527,-113.7267045,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9518,18,2008,2025
BERYL               ,Beryl System,9519,NEW CASTLE DAM OUTFLOW                                                          ,New Castle Dam Outflow                  ,New Castle Dam Outflow                                                                                                                                                                                  ,Reservoir Release,1,9519,BERYL-ENTERPRISE ESCALANTE VALLEY                           ,Observational,Ultrasonic Flow Meter               ,FLOWMETER   ,A,37.65411973,-113.5301957,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9519,18,2008,2025
CU_SCADA            ,CUWCD Scada,9520,JSSD ONTARIO TUNNEL BYPASS TO JORDANELLE RESERVOIR                              ,HEBER.JDONTTUNFLOW.F_CV                 ,WEIR MEAS FROM KEETLEY PLANT SETTLING POND TO JORDANELLE RESERVOIR (raw data gpm)                                                                                                                       ,Conveyance,1,9520,PROVO RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,40.6343456,-111.4368785,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9520,6,2016,2025
UINTAH              ,Uintah Water Conservancy District,9524,UNION CANAL                                                                     ,10595,                                                                                                                                                                                                        ,Conveyance,1,9524,ASHLEY CREEK                                                ,Observational,ramp flume in HDPE Culvert          ,FLOWMETER   ,A,40.37167575,-109.4072663,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9524,2,2024,2025
UINTAH              ,Uintah Water Conservancy District,9525,RIVER CANAL                                                                     ,10594,                                                                                                                                                                                                        ,Conveyance,1,9525,ASHLEY CREEK                                                ,Observational,12-ft Suppressed Weir               ,FLOWMETER   ,A,40.4052002,-109.4312049,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9525,1,2025,2025
UINTAH              ,Uintah Water Conservancy District,9526,ISLAND DITCH - REVERSE FLOW PUMPED TO THORNBURGH DIVERSION                      ,10585,Island Ditch Pump                                                                                                                                                                                       ,Conveyance,1,9526,ASHLEY CREEK                                                ,Observational,Ultrasonic meter (installed 2008)   ,FLOWMETER   ,A,40.48373005,-109.5539146,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9526,2,2024,2025
SWARM               ,SWARM Satellite Data Collection,9527,0012 JULIUS PARK RELEASE                                                        ,Julius Park Outflow                     ,JULIUS PARK RELEASE                                                                                                                                                                                     ,Reservoir Release,1,9527,DEEP CREEK                                                  ,Observational,4-ft Parshall Flume                 ,NULL,A,40.6363182,-109.8938554,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9527,19,2006,2024
EMERY               ,Emery County,9533,FLOW - COTTONWOOD CREEK BELOW JOE`S VALLEY RESERVOIR                            ,5551,Joe`s Valley Releases                                                                                                                                                                                   ,Reservoir Release,1,9533,COTTONWOOD CREEK                                            ,Observational,                                    ,DIGITAL     ,A,39.28758833,-111.266486,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9533,0,NULL,NULL
EMERY               ,Emery County,9534,FLOW - LOWRY CREEK                                                              ,6504,LOWRY CREEK FLOW INTO JOE`S VALLEY RESERVOIR                                                                                                                                                            ,Stream,1,9534,COTTONWOOD CREEK                                            ,Observational,2 foot parshall flume (2024)        ,DIGITAL     ,A,39.33695517,-111.2787998,Scrape,No,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9534,17,2009,2025
EMERY               ,Emery County,9535,FLOW - SEELY CREEK                                                              ,6609,Seely Creek                                                                                                                                                                                             ,Stream,1,9535,COTTONWOOD CREEK                                            ,Observational,50 foot cipoletti wier              ,DIGITAL     ,A,39.29292733,-111.2941922,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9535,30,1991,2025
EMERY               ,Emery County,9538,FLOW - CLIPPER AND WESTERN PIPELINE                                             ,6632,Clipper & Western Canal Total Flow                                                                                                                                                                      ,Conveyance,1,9538,COTTONWOOD CREEK                                            ,Observational,PARSHALL FLUME                      ,DIGITAL     ,A,39.26113438,-111.1241562,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9538,42,1940,2025
EMERY               ,Emery County,9541,FLOW - COTTONWOOD CREEK BY-PASSING CC&H CANAL DIVERSION                         ,10425,CC&H CANAL BYPASS                                                                                                                                                                                       ,Stream,1,9541,COTTONWOOD CREEK                                            ,Observational,                                    ,DIGITAL     ,A,39.25682453,-111.1083549,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9541,10,2009,2025
EMERY               ,Emery County,9542,FLOW - BOULGER CREEK                                                            ,5678,BOULGER CREEK                                                                                                                                                                                           ,Stream,1,9542,HUNTINGTON CREEK                                            ,Observational,Ultra sonic control section         ,DIGITAL     ,A,39.64221114,-111.2454044,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9542,17,2009,2025
EMERY               ,Emery County,9543,FLOW - UPPER HUNTINGTON CREEK                                                   ,6628,FLOW UPPER HUNTINGTON CREEK                                                                                                                                                                             ,Stream,1,9543,HUNTINGTON CREEK                                            ,Observational,Bubble with control section         ,DIGITAL     ,A,39.65296284,-111.2401724,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9543,16,2009,2024
EMERY               ,Emery County,9544,HUNTINGTON PLANT DIVERSION INTAKE A                                             ,6587,UP&L HUNTINGTON PLANT DIVERSION INTAKE A                                                                                                                                                                ,Conveyance,1,9544,HUNTINGTON CREEK                                            ,Observational,UP&L METER                          ,DIGITAL     ,A,39.39104218,-111.0928429,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9544,13,2011,2023
EMERY               ,Emery County,9545,FLOW - HUNTINGTON CANAL                                                         ,6423,Flow - Huntington Canal                                                                                                                                                                                 ,Conveyance,1,9545,HUNTINGTON CREEK                                            ,Observational,8 foot parshall with ultrasonic     ,DIGITAL     ,A,39.34827337,-111.0111522,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9545,17,2009,2025
PRICE_DL            ,Price River Dataloggers,9567,CARBON REC. DIST. CANAL PUMP                                                    ,Carbon Rec. Dist. Canal Pump            ,Golf Course                                                                                                                                                                                             ,Conveyance,1,9567,PRICE RIVER                                                 ,Observational,On/Off Switch                       ,FLOWMETER   ,A,39.63849853,-110.8616353,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9567,16,2009,2024
SNAKE               ,Snake Valley,9569,BIG SPRINGS CREEK ABV. DEARDEN RANCH                                            ,B0                                      ,"Big Springs Creek; Radio- 201, 1                                                                                                                                                                        ",Stream,1,9569,SNAKE VALLEY                                                ,Observational,2` Parshall flume                   ,DIGITAL     ,A,38.7721776,-114.0469121,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9569,17,2009,2025
SNAKE               ,Snake Valley,9570,EAST MIDDLE DITCH                                                               ,B1                                      ,"East Middle Ditch; Radio- 201,1                                                                                                                                                                         ",Conveyance,1,9570,SNAKE VALLEY                                                ,Observational,3` Parshall flume                   ,DIGITAL     ,A,38.77721126,-114.0428566,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9570,17,2009,2025
SNAKE               ,Snake Valley,9571,WEST MIDDLE DITCH                                                               ,B2                                      ,"West Middle Ditch; Radio 201,1                                                                                                                                                                          ",Conveyance,1,9571,SNAKE VALLEY                                                ,Observational,20 CFS ramp flume                   ,DIGITAL     ,A,38.77795218,-114.042773,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9571,17,2009,2025
SNAKE               ,Snake Valley,9572,CLAY SPRING                                                                     ,3,"Clay Spring Repeater; Radio- 201,1; 204,4                                                                                                                                                               ",Stream,1,9572,SNAKE VALLEY                                                ,Observational,90 V-notch weir                     ,DIGITAL     ,A,38.8655114,-113.993602,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9572,17,2009,2025
SNAKE_DL            ,Snake Valley Dataloggers,9573,KELL SPRING                                                                     ,SV_Kell Spring                          ,"Kell Spring, Radio 204,4                                                                                                                                                                                ",Stream,1,9573,SNAKE VALLEY                                                ,Observational,Ultrasonic flow meter               ,FLOWMETER   ,A,39.30383578,-114.0084702,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9573,17,2009,2025
SNAKE_DL            ,Snake Valley Dataloggers,9574,PIVOT PUMP FROM FOOTE RESERVOIR                                                 ,SV_Foote Pivot                          ,"Pivot Pump @ Foote Ranch, Radio 202,2                                                                                                                                                                   ",Conveyance,1,9574,SNAKE VALLEY                                                ,Observational,                                    ,FLOWMETER   ,A,39.42988262,-113.8880514,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9574,17,2009,2025
DUCHESNE            ,Duchesne River,9577,335_IVIE                                                                        ,8637,IVIE                                                                                                                                                                                                    ,Conveyance,4,9577,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.29066314,-110.4886459,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9577,15,2009,2023
PRICE_DL            ,Price River Dataloggers,9578,CARBON REC. DIST. CLUBHOUSE SPRINKLER INFLOW                                    ,Carbon Rec. Dist. Clubhouse Sprinkler   ,CARBON REC. DIST. CLUBHOUSE SPRINKLER INFLOW                                                                                                                                                            ,Conveyance,1,9578,PRICE RIVER                                                 ,Observational,Flow Meter                          ,FLOWMETER   ,A,39.64481935,-110.8635831,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9578,17,2009,2025
SNAKE_DL            ,Snake Valley Dataloggers,9589,TWIN SPRINGS (SOUTH)                                                            ,SV_Twin Springs South                   ,"Twin Springs (South); Radio- 202,2                                                                                                                                                                      ",Stream,1,9589,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.40299466,-113.862812,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9589,16,2010,2025
DEEP_CREEK          ,Deep Creek,9592,MILL CANYON FLUME                                                               ,0,Deep Creek Mill Canyon Flume                                                                                                                                                                            ,Stream,1,9592,DEEP CREEK                                                  ,Observational,4-ft parshall Flume                 ,DIGITAL     ,A,40.57087623,-109.8506615,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9592,13,2013,2025
SNAKE_DL            ,Snake Valley Dataloggers,9595,FOOTE RESERVOIR SPRING                                                          ,SV_Foote Reservoir                      ,SV_Foote Reservoir                                                                                                                                                                                      ,Stream,1,9595,SNAKE VALLEY                                                ,Observational,Velocity depth sensor               ,FLOWMETER   ,A,39.41555994,-113.8701901,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9595,16,2010,2025
SNAKE_DL            ,Snake Valley Dataloggers,9599,TWIN SPRINGS (NORTH)                                                            ,SV_Twin Springs North                   ,"Twin Springs (North); Radio- 202,2                                                                                                                                                                      ",Stream,1,9599,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.40368977,-113.8638507,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9599,16,2009,2024
SNAKE_DL            ,Snake Valley Dataloggers,9600,MILLER SPRING                                                                   ,SV_Miller Ranch Spring                  ,"Miller Ranch Spring, Radio 202,2                                                                                                                                                                        ",Stream,1,9600,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.57967637,-113.8654632,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9600,16,2010,2025
