Site Code,Site Name,Latitude,Longitude,COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,RETRIES,SEQ_NO,COMMENTS,LAT,LON,STATION_TYPE,COMMON_DESC,DIVERTING_WORKS,MEASURING_DEVICE,RECORD_RATING,SYSTEM_NAME,UNITS_ID,OWNER_NAME,CAPTURE_SEQ_NO,ANALOG_CHANNEL,LOW_FLOW,HIGH_FLOW,DEVICE_TYPE,OWNER_PHONE,REALTIME_INCLUDE,CORRECTED_DATA,STATUS,SYSTEM_GROUP,SYSTEM_SUBGROUP,ADDRESS_ID,DataEntryMethod,DataLogger,DatasetType,SeriesVerifiedBy,SeriesVerifiedDate,SiteState,SiteType,SiteVerifiedBy,SiteVerifiedDate,Telemetry
09336000,"BIRCH CREEK NEAR ESCALANTE, UTAH",37.76248885,-111.738235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09336500,"BIRCH CREEK AT MOUTH NEAR ESCALANTE, UT",37.76665536,-111.6840664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09337000,"PINE CREEK NEAR ESCALANTE, UT",37.86248747,-111.6360113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09337500,"ESCALANTE RIVER NEAR ESCALANTE, UT",37.77804389,-111.5746181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09338000,"EAST FORK BOULDER CREEK NEAR BOULDER, UTAH",38.0419293,-111.450174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09338500,"EAST FORK DEER CREEK NEAR BOULDER, UTAH",38.00137464,-111.3896157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09338900,"DEER CREEK NEAR BOULDER, UT",37.85332098,-111.3551679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09339000,"BOULDER CREEK NEAR BOULDER, UT",37.78193297,-111.360167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09339500,"ESCALANTE RIVER AT MOUTH NEAR ESCALANTE, UTAH",37.3141585,-110.9034837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09372200,"MCELMO CREEK NEAR BLUFF, UTAH",37.21888889,-109.1904111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09372400,"NORTH CREEK NEAR MONTICELLO, UT",37.87666,-109.4459538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09372500,"N.FORK MOUNTEZUMA CR. AT MONTICELLO,UT.",37.86666057,-109.36734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09376800,"SPRING CREEK NEAR MONTICELLO, UT",37.88888196,-109.46651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09376900,"SPRING CREEK ABV DIVERSIONS, NR MONTICELLO, UTAH",37.91943726,-109.4348421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378100,"NORTH CREEK ABV. RANGER STAT NR MONTICELLO, UTAH",37.87304937,-109.3665067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378170,"SOUTH CREEK ABOVE RESERVOIR NEAR MONTICELLO, UT",37.8466608,-109.3695625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378200,"MONTEZUMA CREEK AT GOLF COURSE AT MONTICELLO, UT",37.86054967,-109.3423393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378600,"MONTEZUMA CREEK NEAR BLUFF, UTAH",37.2716111,-109.3286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378630,"RECAPTURE CREEK NEAR BLANDING, UT",37.7555504,-109.476511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378650,"RECAPTURE CR BL JOHNSON CR NR BLANDING,UT.",37.6808299,-109.4626212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09378700,COTTONWOOD WASH NR BLANDING UTAH,37.5605543,-109.5787353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09379000,"COMB WASH NEAR BLUFF, UTAH",37.26611234,-109.6756784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09379250,"CHINLE CREEK AT MOUTH NEAR BLUFF,  UTAH",37.19991667,-109.7106389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09379500,"SAN JUAN RIVER NEAR BLUFF, UT",37.15067778,-109.8666889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09379700,"SAN JUAN R BL PIUTE FARMS WASH NR MONUMENT VLY, UT",37.25265278,-110.4389694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09381000,"HENRIEVILLE CREEK NEAR HENRIEVILLE, UT",37.5708183,-111.9715749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09381500,"PARIA RIVER NEAR CANNONVILLE, UT",37.48109556,-112.0215756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09381800,"PARIA RIVER NEAR KANAB, UTAH",37.10748428,-111.9060102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403600,"KANAB CREEK NEAR KANAB, UT",37.10054059,-112.5479827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403620,"MILL CREEK ABOVE STUDY AREA NR GLENDALE,UT.",37.36359328,-112.3424221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403630,"SKUTUMPAH CR. BL STUDY AREA NR GLENDALE,UT.",37.32164845,-112.3276987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403640,"INTERMEDIATE DRAINAGE NR. GLENDALE, UT.",37.3027596,-112.3454772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403650,"THOMPSON CREEK ABV STUDY AREA NR GLENDALE, UTAH",37.33637115,-112.3727012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403660,"THOMPSON CREEK BLW STUDY AREA NR GLENDALE, UTAH",37.30275965,-112.3468662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403670,THOMPSON CREEK NEAR GLENDALE,37.29581524,-112.3526997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09403690,"JOHNSON WASH ABOVE FLOOD CANYON NEAR KANAB, UT",37.1272063,-112.390755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09404450,"EAST FORK VIRGIN RIVER NEAR GLENDALE, UT",37.3394272,-112.6043769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09404700,"EAST FK VIRGIN RIVER NR MOUNT CARMEL JUNCTION, UT",37.20831725,-112.6885434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09404900,"EAST FORK VIRGIN RIVER NEAR SPRINGDALE, UT",37.16414955,-112.9585499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405200,"DEEP CREEK NEAR CEDAR CITY, UT",37.52164478,-112.8843876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405250,"EAST FORK DEEP CREEK NR CEDAR CITY, UT",37.5097004,-112.8835542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405300,"CRYSTAL CREEK NEAR CEDAR CITY, UTAH",37.52219969,-113.0243916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405400,"NF VIRGIN RIVER NEAR GLENDALE, UTAH",37.47275734,-112.7785503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405420,N FK VIRGIN R BLW BULLOCH CANYON NR GLENDALE,37.41831366,-112.8004945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405450,N FK VIRGIN R ABV ZION NARROWS NR GLENDALE,37.39053617,-112.8257725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405490,"NORTH FORK VIRGIN R. AB BIG BEND NR SPRINGDALE, UT",37.27859285,-112.9446625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405499,"SPRINGDALE CANAL NR. SPRINGDALE, UT",37.21164904,-112.9766067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405500,"NORTH FORK VIRGIN RIVER NEAR SPRINGDALE, UT",37.2097046,-112.9785512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405501,"NORTH FORK VIRGIN RIVER NR SPRINGDALE, UT",37.2097046,-112.9785512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09405900,"NORTH CREEK NEAR VIRGIN, UT",37.23720465,-113.151056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406000,"VIRGIN RIVER AT VIRGIN, UT",37.2041494,-113.1807789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406100,"VIRGIN RIVER AB LA VERKIN CREEK NR LA VERKIN, UT",37.1969272,-113.285226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406150,"LA VERKIN CREEK NEAR LA VERKIN, UTAH",37.20470494,-113.2849483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406300,"KANARRA CREEK AT KANARRAVILLE, UTAH",37.53803416,-113.1685608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406500,"ASH CREEK NEAR NEW HARMONY, UT",37.41248085,-113.2368937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406600,"ASH CREEK RESERVOIR NEAR NEW HARMONY, UT",37.4105364,-113.2355047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406640,"LEAP CREEK BELOW MAPLE HOLLOW, NEAR PINTURA, UT",37.38331434,-113.2941168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406700,"SOUTH ASH CREEK BELOW MILL CREEK NEAR PINTURA, UT",37.36386986,-113.3343953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09406900,"WET SANDY CREEK NEAR PINTURA, UT",37.3241479,-113.3571732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09407000,"ASH CREEK ABOVE TOQUERVILLE, UTAH",37.26664895,-113.2793929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09407150,"WEST FIELD DITCH AT TOQUERVILLE, UT",37.2608157,-113.2757816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09407200,"ASH CR BLW WEST FIELD DITCH AT TOQUERVILLE, UT",37.2658156,-113.2813374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09407201,"ASH CR BELOW DIVERSION DAM, AT TOQUERVILLE, UT",37.2605379,-113.2757816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09407600,"ASH CREEK NEAR TOQUERVILLE, UT",37.23248254,-113.284115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09407800,"ASH CREEK NEAR LA VERKIN, UT",37.20553826,-113.2868928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09407810,"VIRGIN RIVER BELOW ASH CREEK NR LAVERKIN, UT",37.20192714,-113.2916151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09408000,"LEEDS CREEK NEAR LEEDS, UT",37.26748174,-113.3707839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09408135,"VIRGIN RIVER AB QUAIL CREEK NEAR HURRICANE, UT",37.19248238,-113.3532832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09408150,"VIRGIN RIVER NEAR HURRICANE, UT",37.16276007,-113.3952285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09408175,"ST. GEORGE-WASHINGTON CANAL NR WASHINGTON, UT",37.11498228,-113.440785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09408195,"FORT PEARCE WASH NEAR ST. GEORGE, UT",37.00164939,-113.4688407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09408400,"SANTA CLARA RIVER NEAR PINE VALLEY, UT",37.38331325,-113.483288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09408500,"SANTA CLARA-PINTO DIVERSION NEAR PINTO, UT",37.4677569,-113.4732888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09409000,"SANTA CLARA RIVER NEAR CENTRAL, UTAH",37.39997885,-113.6174603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09409100,"SANTA CLARA RIVER ABV BAKER RES, NR CENTRAL, UT",37.38470108,-113.6319052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09409500,"MOODY WASH NEAR VEYO, UTAH",37.43331116,-113.742466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09409880,"SANTA CLARA RIVER AT GUNLOCK, UT",37.28192276,-113.7674656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09410000,"SANTA CLARA RIVER AB WINSOR DAM NR SANTA CLARA, UT",37.2180339,-113.7771877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09410100,"SANTA CLARA RIV BLW WINSOR DAM, NR SANTA CLARA, UT",37.19,-113.7680556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09410400,"SANTA CLARA RIVER NEAR SANTA CLARA, UTAH",37.13970168,-113.6927395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09413000,"SANTA CLARA RIVER AT ST. GEORGE, UT",37.07525867,-113.5930125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09413200,"VIRGIN RIVER NEAR BLOOMINGTON, UT",37.07,-113.5838889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09413500,"VIRGIN RIVER NEAR ST. GEORGE, UT",37.0144243,-113.6805163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09413900,"BEAVER DAM WASH NEAR ENTERPRISE, UT",37.46996127,-114.0466483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010000,"GREAT SALT LAKE AT SALTAIR BOAT HARBOR, UT",40.73133329,-112.2135569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010020,"GSL BREACH AT LAKESIDE, UT",41.2224135,-112.8499909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010024,"GSL S. SIDE OF CAUSEWAY, 6 MILES E OF LAKESIDE, UT",41.2208722,-112.7572056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010026,"GSL BREACH 6 MILES E OF LAKESIDE, UT; N TO S FLOW",41.2208611,-112.7663889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010027,"GSL N. SIDE OF CAUSEWAY, 6 MILES E OF LAKESIDE, UT",41.22180278,-112.7806972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010050,"GREAT SALT LAKE AT PROMONTORY POINT, UTAH",41.20271427,-112.426621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010060,"BEAR R BAY OUTFLOW AT CAUSEWAY BRG NR WARREN, UT",41.23408367,-112.3371979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010100,"GREAT SALT LAKE NEAR SALINE, UT",41.25521065,-112.496903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010400,"EAST FK BEAR RIVER NR EVANSTON, WYOMING",40.8735579,-110.7840603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010500,"HILLIARD-E FK CANAL NR ST LINE NR EVANSTON, WYO.",40.9166139,-110.8215619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011200,"WEST FORK BEAR RIVER AT WHITNEY DAM, NR OAKLEY, UT",40.84161435,-110.927119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011400,"WEST FK BEAR RIVER BL DEER CR NR EVANSTON, WYO",40.94439204,-110.8618412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011500,BEAR RIVER NEAR UTAH-WYOMING STATE LINE,40.9652079,-110.853539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012000,MILL CREEK AT UTAH-WYOMING STATE LINE,40.99161437,-110.8423969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017000,"YELLOW CREEK NEAR EVANSTON, WYOMING",41.14411319,-111.0535167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020500,"BEAR RIVER NEAR WOODRUFF, UTAH",41.52353387,-111.0479958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020900,"WOODRUFF CREEK BELOW RESERVOIR NR WOODRUFF, UTAH",41.46799729,-111.3157543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10021000,"WOODRUFF CREEK NEAR WOODRUFF, UTAH",41.4818866,-111.2668638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023000,"BIG CREEK NEAR RANDOLPH, UT",41.60994177,-111.2540876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026500,"BEAR RIVER NEAR RANDOLPH, UT",41.79813889,-111.0706111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10055000,"BEAR LAKE AT STATE PARK MARINA NR GARDEN CITY, UT",41.96591667,-111.3981778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095900,EAST BR CUB R CANAL N LEWISTON UT,41.9957594,-111.867449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099000,"HIGH CREEK NEAR RICHMOND, UTAH",41.9777054,-111.7452222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102200,CUB R NR RICHMOND UTAH,41.92631619,-111.8535584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102250,"BEAR RIVER NEAR SMITHFIELD, UT",41.83992834,-111.8816133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102300,"SUMMIT CREEK ABV DIVERSIONS NR SMITHFIELD, UTAH",41.86937369,-111.75911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103010,"LOGAN,HYDE PK,& SMITHFIELD CNL.NR. SMITHFIELD,UT",41.84326239,-111.8138335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104600,"SOUTH FORK LITTLE BEAR RIVER NEAR AVON, UTAH",41.500214,-111.8166074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104700,LITTLE BEAR R BL DAVENPORT C NR AVON UT,41.51243597,-111.8118852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104900,EAST FK LT BEAR RIV AB RESV NR AVON UTAH,41.51826988,-111.7143821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105000,EAST FORK LITTLE BEAR R NR AVON UTAH,41.5166028,-111.7507725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105900,"LITTLE BEAR RIVER AT PARADISE, UT",41.5754898,-111.8552203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106000,"LITTLE BEAR RIVER NEAR PARADISE, UTAH",41.5902117,-111.8535537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107000,HYRUM RESERVOIR NR HYRUM UTAH,41.6249329,-111.8757769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107400,"WELLSVILLE-MENDON LOWER CANAL AT WELLSVILLE, UT",41.64854287,-111.9424456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107500,"LITTLE BEAR RIVER NEAR HYRUM, UTAH",41.63326597,-111.8841105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107600,LITTLE BEAR RIV AT WELLSVILLE UTAH,41.64743195,-111.9235562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108000,UTAH POWER AND LIGHT TAILRACE NR LOGAN UTAH,41.74437546,-111.7841089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108400,"CACHE HIGHLINE CANAL NEAR LOGAN, UTAH",41.743375,-111.762061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108500,LOGAN HYD P AN SM CA N LOGAN UTAH,41.7457643,-111.7854979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109000,"LOGAN RIVER ABOVE STATE DAM, NEAR LOGAN, UT",41.74355,-111.7839806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10109001,COM F LOGAN R AB ST D AND CACHE HL CAN NR LOGAN UT,41.74437546,-111.7843867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111700,BLACKSMITH F B MILL C N HYRUM UT,41.5943815,-111.5674327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112000,BLACKSMITH F A H RAN N HYRUM UTAH,41.61660266,-111.6174349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113500,"BLACKSMITH FORK AB UP and L CO.'S DAM NR HYRUM, UT",41.62400556,-111.7361639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115200,"LOGAN RIVER BLW BLACKSMITH FORK NR LOGAN, UTAH",41.72076375,-111.8863337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116500,"CUTLER RESERVOIR NEAR COLLINSTON, UT",41.8368712,-112.048285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117000,"HAMMOND (EAST SIDE) CANAL NEAR COLLINSTON, UT",41.830746,-112.0574747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117500,"WEST SIDE CANAL NEAR COLLINSTON, UT",41.8318571,-112.0608081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117510,WEST CANAL ABV SALT CREEK DIV NR TREMONTON UT,41.71409458,-112.2274541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117530,"WEST CANAL BLW SALT CREEK DIV NR TREMONTON, UT",41.71298348,-112.228843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118000,"BEAR RIVER NEAR COLLINSTON, UT",41.8340793,-112.0552524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125600,"MALAD RIVER NEAR PLYMOUTH, UTAH",41.83853729,-112.1477326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125700,"BEAR RIVER DUCK CLUB CAN NR BEAR RIVER CITY, UT",41.6563187,-112.160229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125800,"MALAD R BL BRN DUCK CL CAN NR BEAR RIVER CITY, UT",41.65354099,-112.1627291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126000,"BEAR RIVER NEAR CORINNE, UT",41.5763213,-112.100782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126180,"SULPHUR CREEK NR. CORINNE, UT",41.5735425,-112.2193957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126400,BOX ELDER CR AT MANTUA UTAH,41.4827141,-111.9477217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127040,SALT SPRING NEAR TREMONTON UTAH,41.71215018,-112.2280097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127050,SALT CREEK BLW SALT SPRING NR TREMONTON UTAH,41.71131687,-112.227454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127100,"BLACK SLOUGH NEAR BRIGHAM CITY, UTAH",41.50993447,-112.0768917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127107,HWY 83 CULVERTS,41.53326726,-112.0674473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127108,SULPHUR CREEK AND BLACK SLOUGH,41.5332666,-112.1341154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127109,CULVERTS AND SULPHUR CR AND BLACK SLOUGH,41.53326709,-112.0841144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127110,"B R BASIN OUTFLOW AC ST HWY 83 NR CORINNE, UT",41.54548887,-112.0960592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127500,"WEBER R AB SMITH & MOREHOUSE CR NR OAKLEY, UT",40.7999486,-111.1007365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128000,"SMITH AND MOREHOUSE CREEK NEAR OAKLEY, UTAH",40.78578206,-111.1124036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128200,"SOUTH FORK WEBER RIVER NEAR OAKLEY, UTAH",40.74856066,-111.2196311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128500,"WEBER RIVER NEAR OAKLEY, UT",40.7371721,-111.2479652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129000,"WEBER-PROVO DIVERSION CANAL AT OAKLEY, UTAH",40.7082836,-111.2757424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129300,"WEBER RIVER NEAR PEOA, UTAH",40.75105998,-111.3704716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129350,"CRANDALL CREEK NEAR PEOA, UTAH",40.7749487,-111.364916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129400,"ROCKPORT RESERVOIR NEAR WANSHIP, UT",40.7902261,-111.4040846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
