COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,NEGATIVE_RATIO,ZERO_RATIO,DISCHARGE_RATIO,IQR_RATIO,RoC_RATIO,REPEATED_RATIO,IF_RATIO,RSD_RATIO,TOTAL_IR_RECORDS,TOTAL_IR_NEGATIVE,TOTAL_IR_ZERO,TOTAL_IR_95th,TOTAL_IR_IQR,TOTAL_IR_RoC,TOTAL_IR_REPEATED,TOTAL_IR_IF,TOTAL_IR_RSD,TOTAL_IR_FLAGGED,NEGATIVE_IR_RATIO,ZERO_IR_RATIO,DISCHARGE_IR_RATIO,IQR_IR_RATIO,RoC_IR_RATIO,REPEATED_IR_RATIO,IF_IR_RATIO,RSD_IR_RATIO,TOTAL_NIR_RECORDS,TOTAL_NIR_NEGATIVE,TOTAL_NIR_ZERO,TOTAL_NIR_95th,TOTAL_NIR_IQR,TOTAL_NIR_RoC,TOTAL_NIR_REPEATED,TOTAL_NIR_IF,TOTAL_NIR_RSD,TOTAL_NIR_FLAGGED,NEGATIVE_NIR_RATIO,ZERO_NIR_RATIO,DISCHARGE_NIR_RATIO,IQR_NIR_RATIO,RoC_NIR_RATIO,REPEATED_NIR_RATIO,IF_NIR_RATIO,RSD_NIR_RATIO,TOTAL_IR_FLAGGED_RATIO,TOTAL_NIR_FLAGGED_RATIO,TOTAL_FLAGGED_RATIO,TOTAL_NO_FLAG,TOTAL_IR_NO_FLAG,TOTAL_NIR_NO_FLAG,TOTAL_NO_FLAG_RATIO,TOTAL_IR_NO_FLAG_RATIO,TOTAL_NIR_NO_FLAG_RATIO
EMERY               ,Emery County,9543,FLOW - UPPER HUNTINGTON CREEK                                                   ,6628,FLOW UPPER HUNTINGTON CREEK                                                                                                                                                                             ,Stream,1,9543,HUNTINGTON CREEK                                            ,Observational,Bubble with control section         ,DIGITAL     ,A,39.65296284,-111.2401724,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9543,16,2009,2024,5475,11,122,266,837,110,1420,267,83,2384,0.4614093959731544,5.117449664429531,11.15771812080537,35.10906040268457,4.614093959731544,59.56375838926174,11.199664429530202,3.4815436241610738,2754,1,31,227,753,69,310,228,53,1075,0.093023256,2.883720930232558,21.11627906976744,70.04651162790698,6.4186046511627906,28.837209302325583,21.209302325581394,4.930232558139535,2721,10,91,39,84,41,1110,39,30,1309,0.7639419404125287,6.951871657754011,2.979373567608862,6.417112299465241,3.132161955691368,84.79755538579067,2.979373567608862,2.291825821237586,39.03,48.11,43.54,3091,1679,1412,56.456621,60.96586783,51.89268651
EMERY               ,Emery County,9544,HUNTINGTON PLANT DIVERSION INTAKE A                                             ,6587,UP&L HUNTINGTON PLANT DIVERSION INTAKE A                                                                                                                                                                ,Conveyance,1,9544,HUNTINGTON CREEK                                            ,Observational,UP&L METER                          ,DIGITAL     ,A,39.39104218,-111.0928429,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9544,13,2011,2023,4428,73,4,218,44,3,0,218,1,435,16.7816092,0.9195402298850575,50.114942528735625,10.114942528735632,0.6896551724137931,0,50.114942528735625,0.22988505747126436,2272,15,1,133,13,3,0,114,1,225,6.666666666666667,0.4444444444444444,59.111111111111114,5.777777777777778,1.3333333333333335,0,50.66666666666667,0.4444444444444444,2156,58,3,85,31,0,0,104,0,210,27.61904761904762,1.4285714285714286,40.476190476190474,14.761904761904763,0,0,49.523809523809526,0,9.9,9.74,9.82,3993,2047,1946,90.17615176,90.09683099,90.25974026
EMERY               ,Emery County,9545,FLOW - HUNTINGTON CANAL                                                         ,6423,Flow - Huntington Canal                                                                                                                                                                                 ,Conveyance,1,9545,HUNTINGTON CREEK                                            ,Observational,8 foot parshall with ultrasonic     ,DIGITAL     ,A,39.34827337,-111.0111522,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9545,17,2009,2025,5062,0,1043,201,477,73,9,201,185,1540,0,67.72727272727272,13.05194805194805,30.974025974025977,4.740259740259741,0.5844155844155844,13.05194805194805,12.012987012987013,2663,0,27,116,229,36,4,99,104,267,0,10.112359550561797,43.445692883895134,85.76779026217228,13.48314606741573,1.4981273408239701,37.07865168539326,38.951310861423224,2399,0,1016,85,248,37,5,102,81,1273,0,79.81146897,6.677140612725845,19.48153967,2.9065200314218385,0.3927729772191673,8.012568735271014,6.3629222309505105,10.03,53.06,30.42,3522,2396,1126,69.5772422,89.97371386,46.93622343
PRICE_DL            ,Price River Dataloggers,9567,CARBON REC. DIST. CANAL PUMP                                                    ,Carbon Rec. Dist. Canal Pump            ,Golf Course                                                                                                                                                                                             ,Conveyance,1,9567,PRICE RIVER                                                 ,Observational,On/Off Switch                       ,FLOWMETER   ,A,39.63849853,-110.8616353,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9567,16,2009,2024,4682,0,2929,54,5,10,1139,88,0,4120,0,71.09223300970874,1.3106796116504855,0.12135922330097086,0.24271844660194172,27.645631067961162,2.1359223300970873,0,2365,0,1146,54,5,9,860,69,0,2038,0,56.23159960745829,2.649656526005888,0.24533856722276742,0.4416094210009814,42.19823356,3.3856722276741906,0,2317,0,1783,0,0,1,279,19,0,2082,0,85.63880884,0,0,0.04803074,13.400576368876079,0.9125840537944284,0,86.17,89.86,88,562,327,235,12.00341734,13.82663848,10.14242555
SNAKE               ,Snake Valley,9569,BIG SPRINGS CREEK ABV. DEARDEN RANCH                                            ,B0                                      ,"Big Springs Creek; Radio- 201, 1                                                                                                                                                                        ",Stream,1,9569,SNAKE VALLEY                                                ,Observational,2` Parshall flume                   ,DIGITAL     ,A,38.7721776,-114.0469121,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9569,17,2009,2025,5191,0,1,260,428,0,141,260,0,724,0,0.13812154696132595,35.91160220994475,59.11602209944752,0,19.475138121546962,35.91160220994475,0,2506,0,1,94,358,0,20,171,0,424,0,0.2358490566037736,22.169811320754718,84.43396226415094,0,4.716981132075472,40.33018867924528,0,2685,0,0,166,70,0,121,89,0,300,0,0,55.333333333333336,23.333333333333332,0,40.33333333333333,29.666666666666668,0,16.92,11.17,13.95,4467,2082,2385,86.05278366,83.08060654,88.82681564
SNAKE               ,Snake Valley,9570,EAST MIDDLE DITCH                                                               ,B1                                      ,"East Middle Ditch; Radio- 201,1                                                                                                                                                                         ",Conveyance,1,9570,SNAKE VALLEY                                                ,Observational,3` Parshall flume                   ,DIGITAL     ,A,38.77721126,-114.0428566,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9570,17,2009,2025,5170,0,1,259,216,0,134,259,0,529,0,0.1890359168241966,48.96030245746692,40.831758034026464,0,25.330812854442343,48.96030245746692,0,2498,0,1,21,32,0,36,82,0,121,0,0.8264462809917356,17.355371900826448,26.446280991735538,0,29.75206611570248,67.76859504132231,0,2672,0,0,238,184,0,98,177,0,408,0,0,58.333333333333336,45.09803921568628,0,24.019607843137255,43.38235294117647,0,4.84,15.27,10.23,4641,2377,2264,89.76789168,95.1561249,84.73053892
SNAKE               ,Snake Valley,9571,WEST MIDDLE DITCH                                                               ,B2                                      ,"West Middle Ditch; Radio 201,1                                                                                                                                                                          ",Conveyance,1,9571,SNAKE VALLEY                                                ,Observational,20 CFS ramp flume                   ,DIGITAL     ,A,38.77795218,-114.042773,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9571,17,2009,2025,5165,0,4,258,112,28,4,258,20,350,0,1.1428571428571428,73.71428571428571,32,8,1.1428571428571428,73.71428571428571,5.714285714285714,2508,0,4,72,54,6,4,111,5,128,0,3.125,56.25,42.1875,4.6875,3.125,86.71875,3.90625,2657,0,0,186,58,22,0,147,15,222,0,0,83.78378378378379,26.126126126126124,9.90990991,0,66.21621621621621,6.756756756756757,5.1,8.36,6.78,4815,2380,2435,93.22362052,94.89633174,91.64471208
SNAKE               ,Snake Valley,9572,CLAY SPRING                                                                     ,3,"Clay Spring Repeater; Radio- 201,1; 204,4                                                                                                                                                               ",Stream,1,9572,SNAKE VALLEY                                                ,Observational,90 V-notch weir                     ,DIGITAL     ,A,38.8655114,-113.993602,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9572,17,2009,2025,4686,0,1,235,133,21,364,234,30,698,0,0.14326647564469913,33.66762178,19.054441260744987,3.0085959885386817,52.14899713467048,33.5243553,4.297994269340974,2315,0,1,132,71,9,314,121,30,462,0,0.21645021645021645,28.57142857142857,15.367965367965366,1.948051948051948,67.96536796536796,26.190476190476193,6.493506493506493,2371,0,0,103,62,12,50,113,0,236,0,0,43.64406779661017,26.27118644067797,5.084745762711865,21.18644068,47.88135593220339,0,19.96,9.95,14.9,3988,1853,2135,85.10456679,80.04319654,90.04639393
SNAKE_DL            ,Snake Valley Dataloggers,9573,KELL SPRING                                                                     ,SV_Kell Spring                          ,"Kell Spring, Radio 204,4                                                                                                                                                                                ",Stream,1,9573,SNAKE VALLEY                                                ,Observational,Ultrasonic flow meter               ,FLOWMETER   ,A,39.30383578,-114.0084702,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9573,17,2009,2025,5144,0,156,250,407,0,36,250,0,513,0,30.409356725146196,48.732943469785575,79.33723196881091,0,7.017543859649122,48.732943469785575,0,2469,0,49,3,71,0,36,48,0,136,0,36.029411764705884,2.2058823529411766,52.20588235294118,0,26.47058823529412,35.294117647058826,0,2675,0,107,247,336,0,0,202,0,377,0,28.381962864721483,65.51724137931035,89.12466843501326,0,0,53.58090185676393,0,5.51,14.09,9.97,4631,2333,2298,90.02721617,94.49169704,85.90654206
SNAKE_DL            ,Snake Valley Dataloggers,9574,PIVOT PUMP FROM FOOTE RESERVOIR                                                 ,SV_Foote Pivot                          ,"Pivot Pump @ Foote Ranch, Radio 202,2                                                                                                                                                                   ",Conveyance,1,9574,SNAKE VALLEY                                                ,Observational,                                    ,FLOWMETER   ,A,39.42988262,-113.8880514,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9574,17,2009,2025,4627,0,1781,143,0,0,103,143,0,2096,0,84.97137404580153,6.822519083969465,0,0,4.914122137,6.822519083969465,0,2393,0,725,135,0,0,33,122,0,945,0,76.71957671957672,14.285714285714285,0,0,3.492063492063492,12.91005291005291,0,2234,0,1056,8,0,0,70,21,0,1151,0,91.74630755864466,0.6950477845351868,0,0,6.081668114682884,1.8245004344048652,0,39.49,51.52,45.3,2531,1448,1083,54.70066998,60.50982031,48.47806625
DUCHESNE            ,Duchesne River,9577,335_IVIE                                                                        ,8637,IVIE                                                                                                                                                                                                    ,Conveyance,4,9577,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.29066314,-110.4886459,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9577,15,2009,2023,2750,0,2050,35,1,2,195,35,0,2302,0,89.05299739,1.520417028670721,0.043440486533449174,0.086880973,8.470894874022589,1.520417028670721,0,2310,0,1661,35,1,2,178,35,0,1896,0,87.60548523206751,1.8459915611814346,0.052742616,0.10548523206751054,9.388185654008439,1.8459915611814346,0,440,0,389,0,0,0,17,0,0,406,0,95.81280788,0,0,0,4.1871921182266005,0,0,82.08,92.27,83.71,448,414,34,16.29090909,17.92207792,7.727272727
PRICE_DL            ,Price River Dataloggers,9578,CARBON REC. DIST. CLUBHOUSE SPRINKLER INFLOW                                    ,Carbon Rec. Dist. Clubhouse Sprinkler   ,CARBON REC. DIST. CLUBHOUSE SPRINKLER INFLOW                                                                                                                                                            ,Conveyance,1,9578,PRICE RIVER                                                 ,Observational,Flow Meter                          ,FLOWMETER   ,A,39.64481935,-110.8635831,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9578,17,2009,2025,4786,0,2498,115,13,12,572,115,1,3238,0,77.14638665843113,3.5515750463248916,0.40148239654107476,0.3705991352686844,17.66522544780729,3.5515750463248916,0.030883261272390366,2417,0,612,112,12,9,365,82,0,1109,0,55.18485121731289,10.099188458070333,1.0820559062218216,0.8115419296663661,32.91253381424707,7.394048693,0,2369,0,1886,3,1,3,207,33,1,2129,0,88.58619069985909,0.14091122592766556,0.046970408642555195,0.14091122592766556,9.722874589008924,1.550023485204321,0.046970408642555195,45.88,89.87,67.66,1548,1308,240,32.34433765,54.11667356,10.1308569
SNAKE_DL            ,Snake Valley Dataloggers,9589,TWIN SPRINGS (SOUTH)                                                            ,SV_Twin Springs South                   ,"Twin Springs (South); Radio- 202,2                                                                                                                                                                      ",Stream,1,9589,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.40299466,-113.862812,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9589,16,2010,2025,4652,0,0,233,905,84,827,194,1,1568,0,0,14.85969387755102,57.71683673469388,5.357142857142857,52.74234693877551,12.372448979591837,0.06377551,2361,0,0,140,461,75,420,130,1,819,0,0,17.094017094017094,56.28815628815629,9.157509157509157,51.28205128205128,15.873015873015872,0.1221001221001221,2291,0,0,93,444,9,407,64,0,749,0,0,12.416555407209612,59.279038718291055,1.2016021361815754,54.33911882510013,8.544726301735647,0,34.69,32.69,33.71,3084,1542,1542,66.29406707,65.31130877,67.3068529
DEEP_CREEK          ,Deep Creek,9592,MILL CANYON FLUME                                                               ,0,Deep Creek Mill Canyon Flume                                                                                                                                                                            ,Stream,1,9592,DEEP CREEK                                                  ,Observational,4-ft parshall Flume                 ,DIGITAL     ,A,40.57087623,-109.8506615,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9592,13,2013,2025,3134,0,661,124,68,0,595,124,0,1411,0,46.846208362863216,8.788093550673281,4.819277108433735,0,42.168674698795186,8.788093550673281,0,1743,0,123,124,68,0,173,124,0,451,0,27.27272727272727,27.494456762749447,15.077605321507761,0,38.35920177383592,27.494456762749447,0,1391,0,538,0,0,0,422,0,0,960,0,56.041666666666664,0,0,0,43.958333333333336,0,0,25.87,69.02,45.02,1723,1292,431,54.97766433,74.12507172,30.98490295
SNAKE_DL            ,Snake Valley Dataloggers,9595,FOOTE RESERVOIR SPRING                                                          ,SV_Foote Reservoir                      ,SV_Foote Reservoir                                                                                                                                                                                      ,Stream,1,9595,SNAKE VALLEY                                                ,Observational,Velocity depth sensor               ,FLOWMETER   ,A,39.41555994,-113.8701901,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9595,16,2010,2025,4336,21,18,215,38,15,196,177,9,512,4.1015625,3.515625,41.9921875,7.421875,2.9296875,38.28125,34.5703125,1.7578125,2063,4,0,47,5,7,90,65,3,186,2.1505376344086025,0,25.268817204301076,2.6881720430107525,3.763440860215054,48.38709677419355,34.946236559139784,1.6129032258064515,2273,17,18,168,33,8,106,112,6,326,5.214723926380368,5.521472392638037,51.533742331288344,10.122699386503067,2.4539877300613497,32.515337423312886,34.355828220858896,1.8404907975460123,9.02,14.34,11.81,3824,1877,1947,88.19188192,90.98400388,85.65772107
SNAKE_DL            ,Snake Valley Dataloggers,9599,TWIN SPRINGS (NORTH)                                                            ,SV_Twin Springs North                   ,"Twin Springs (North); Radio- 202,2                                                                                                                                                                      ",Stream,1,9599,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.40368977,-113.8638507,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9599,16,2009,2024,3856,0,0,193,311,42,470,193,18,784,0,0,24.617346938775512,39.66836734693878,5.357142857142857,59.94897959183674,24.617346938775512,2.295918367346939,1889,0,0,146,243,36,259,157,17,502,0,0,29.08366533864542,48.40637450199203,7.171314741035857,51.59362549800797,31.274900398406373,3.386454183266932,1967,0,0,47,68,6,211,36,1,282,0,0,16.666666666666664,24.113475177304963,2.127659574468085,74.82269504,12.76595744680851,0.3546099290780142,26.57,14.34,20.33,3072,1387,1685,79.66804979,73.42509264,85.66344687
SNAKE_DL            ,Snake Valley Dataloggers,9600,MILLER SPRING                                                                   ,SV_Miller Ranch Spring                  ,"Miller Ranch Spring, Radio 202,2                                                                                                                                                                        ",Stream,1,9600,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.57967637,-113.8654632,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9600,16,2010,2025,4926,0,0,247,388,30,686,247,19,992,0,0,24.899193548387096,39.11290322580645,3.024193548387097,69.15322580645162,24.899193548387096,1.9153225806451613,2448,0,0,140,162,24,213,101,18,372,0,0,37.634408602150536,43.54838709677419,6.451612903225806,57.25806451612904,27.15053763,4.838709677419355,2478,0,0,107,226,6,473,146,1,620,0,0,17.258064516129032,36.45161290322581,0.967741935,76.29032258064517,23.548387096774192,0.16129032258064516,15.2,25.02,20.14,3934,2076,1858,79.86195696,84.80392157,74.97982244
CU_SCADA            ,CUWCD Scada,9606,UTAH LAKE STORAGE CONTENTS (CUWCD REALTIME DAILY AVG GAGE)                      ,OREM\UL\ANALOG\DEPTH0                   ,Utah Lake - Elv Below Compromise                                                                                                                                                                        ,Reservoir,2,9606,UTAH LAKE/JORDAN RIVER                                      ,Observational,"Telemetry -Ultrasonic, transducer   ",DIGITAL     ,A,40.35933981,-111.896265,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9606,17,2009,2025,5423,4983,8,22,4009,3,4,22,625,5027,99.12472647702407,0.15914064054107818,0.437636761,79.74935349,0.05967774,0.07957032,0.437636761,12.432862542271733,2685,2438,3,22,1976,3,4,21,384,2476,98.46526655896606,0.12116316639741519,0.8885298869143781,79.80613893376413,0.12116316639741519,0.16155088852988692,0.8481421647819063,15.508885298869144,2738,2545,5,0,2033,0,0,1,241,2551,99.76479811838495,0.1960015680125441,0,79.69423755390042,0,0,0.039200314,9.447275578204625,92.22,93.17,92.7,396,209,187,7.302231237,7.783985102,6.829802776
USBR                ,USBR,9627,USBR WILLARD RESERVOIR CONTENTS                                                 ,WILLARD BAY|storage                     ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `WILLARD BAY`|`storage` at 8:30AM                                                                                                                       ,Reservoir,1,9627,WEBER RIVER                                                 ,Observational,                                    ,,A,41.37940928,-112.0904784,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9627,17,2009,2025,4907,0,0,246,0,0,530,246,0,848,0,0,29.009433962264154,0,0,62.5,29.009433962264154,0,2476,0,0,246,0,0,198,166,0,436,0,0,56.42201834862385,0,0,45.412844036697244,38.07339449541284,0,2431,0,0,0,0,0,332,80,0,412,0,0,0,0,0,80.58252427184466,19.41747572815534,0,17.61,16.95,17.28,4059,2040,2019,82.71856531,82.39095315,83.05224188
DEEP_CREEK_DL       ,Deep Creek Dataloggers,9630,1202 RED WASH RESERVOIR RELEASE                                                 ,Red Wash Outlet                         ,Release from Red Wash Reservoir                                                                                                                                                                         ,Reservoir Release,1,9630,DEEP CREEK                                                  ,Observational,Mccrometer 282L Flowmeter           ,FLOWMETER   ,A,40.42980251,-109.7791646,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9630,14,2011,2025,2067,0,693,31,3,2,1100,69,1,1825,0,37.97260273972603,1.6986301369863015,0.16438356164383564,0.1095890410958904,60.273972602739725,3.780821917808219,0.054794521,1237,0,118,31,3,2,950,50,1,1083,0,10.895660203139428,2.862419205909511,0.2770083102493075,0.18467220683287164,87.71929824561403,4.616805170821792,0.092336103,830,0,575,0,0,0,150,19,0,742,0,77.49326145552561,0,0,0,20.21563342318059,2.560646900269542,0,87.55,89.4,88.29,242,154,88,11.70778907,12.44947454,10.60240964
LBEAR               ,Bear River (Cache),9636,EAST ARMORY                                                                     ,AE                                      ,East Armory                                                                                                                                                                                             ,Conveyance,1,9636,SUMMIT CREEK                                                ,Observational,Flume N4632122 E431056 NAD27        ,STAGE       ,A,41.83853346,-111.8300412,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9636,16,2010,2025,2973,0,754,111,48,5,356,111,0,1259,0,59.88880063542494,8.816521048451152,3.8125496425734715,0.3971405877680699,28.276409849086576,8.816521048451152,0,2046,0,94,104,41,4,305,88,0,525,0,17.904761904761905,19.80952380952381,7.809523809523809,0.7619047619047619,58.0952381,16.761904761904763,0,927,0,660,7,7,1,51,23,0,734,0,89.91825613079018,0.9536784741144414,0.9536784741144414,0.13623978201634876,6.948228882833788,3.1335149863760217,0,25.66,79.18,42.35,1714,1521,193,57.65220316,74.34017595,20.81984898
SWARM               ,SWARM Satellite Data Collection,9650,0010 JULIUS PARK IMPORT FROM DRY FORK                                           ,Julius Park Inflow                      ,JULIUS PARK IMPORT FROM DRY FORK                                                                                                                                                                        ,Conveyance,1,9650,DEEP CREEK                                                  ,Observational,Steel 6` Cutthroat Flume            ,,A,40.63891479,-109.8939759,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9650,13,2011,2024,2285,0,433,61,161,0,613,93,0,1134,0,38.18342151675485,5.379188712522046,14.19753086419753,0,54.05643738977073,8.201058201058201,0,1395,0,110,61,161,0,508,89,0,702,0,15.669515669515668,8.689458689,22.934472934472936,0,72.36467236467237,12.678062678062679,0,890,0,323,0,0,0,105,4,0,432,0,74.76851851851852,0,0,0,24.305555555555554,0.9259259259259258,0,50.32,48.54,49.63,1151,693,458,50.37199125,49.67741935,51.46067416
SEVIER              ,Sevier River,9662,DELTA CANAL B                                                                   ,3716,Canal B                                                                                                                                                                                                 ,Conveyance,1,9662,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37867579,-112.5693482,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9662,20,2005,2025,6342,0,2353,197,3,0,270,198,0,2825,0,83.2920354,6.9734513274336285,0.10619469026548674,0,9.557522123893806,7.008849557522123,0,3437,0,224,197,3,0,144,198,0,570,0,39.29824561403509,34.56140350877193,0.5263157894736842,0,25.263157894736842,34.73684210526316,0,2905,0,2129,0,0,0,126,0,0,2255,0,94.41241685144124,0,0,0,5.587583148558759,0,0,16.58,77.62,44.54,3517,2867,650,55.45569221,83.41576957,22.37521515
SEVIER              ,Sevier River,9665,DELTA WEST DITCH                                                                ,9670,DELTA WEST DITCH                                                                                                                                                                                        ,Conveyance,1,9665,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37741487,-112.5686938,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9665,20,2005,2025,6133,0,3346,140,23,0,268,126,0,3803,0,87.98317118064686,3.6813042334998687,0.6047856955035499,0,7.047068104,3.3131738101498818,0,3390,0,797,140,23,0,248,109,0,1217,0,65.48890714872637,11.503697617091207,1.8898931799506986,0,20.37797863599014,8.956450288,0,2743,0,2549,0,0,0,20,17,0,2586,0,98.56921887,0,0,0,0.7733952049497294,0.6573859242072699,0,35.9,94.28,62.01,2330,2173,157,37.99119517,64.10029499,5.723660226
SEVIER              ,Sevier River,9666,DELTA TERRY PUMP                                                                ,4100,Terry Pump                                                                                                                                                                                              ,Conveyance,1,9666,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37791993,-112.5684304,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9666,20,2005,2025,6193,0,4288,75,4520,0,537,96,0,4995,0,85.84584584584584,1.5015015015015014,90.49049049049049,0,10.75075075075075,1.921921921921922,0,3410,0,1619,75,1843,0,516,90,0,2297,0,70.48323900740095,3.2651284283848496,80.23508925,0,22.464083587287767,3.918154114,0,2783,0,2669,0,2677,0,21,6,0,2698,0,98.92512972572275,0,99.22164566345441,0,0.7783543365455894,0.2223869532987398,0,67.36,96.95,80.66,1198,1113,85,19.34442112,32.63929619,3.054257995
SEVIER              ,Sevier River,9667,MELVILLE CANAL C                                                                ,3722,MELVILLE CANAL C                                                                                                                                                                                        ,Conveyance,1,9667,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37698341,-112.5678859,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9667,20,2005,2025,6208,0,2820,167,0,1,204,170,0,3200,0,88.125,5.21875,0,0.03125,6.375,5.3125,0,3413,0,470,167,0,1,145,164,0,785,0,59.87261146496815,21.273885350318473,0,0.12738853503184713,18.471337579617835,20.891719745222932,0,2795,0,2350,0,0,0,59,6,0,2415,0,97.30848861283644,0,0,0,2.443064182194617,0.2484472049689441,0,23,86.4,51.55,3008,2628,380,48.45360825,76.999707,13.59570662
USBR                ,USBR,9668,SCOFIELD RESERVOIR STORAGE                                                      ,SCOFIELD|storage                        ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `SCOFIELD`|`storage` at 8:30AM                                                                                                                          ,Reservoir,1,9668,PRICE RIVER                                                 ,Observational,Pressure                            ,DIGITAL     ,A,39.78672195,-111.119861,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9668,14,2007,2025,4538,0,0,226,0,0,234,226,0,514,0,0,43.96887159533074,0,0,45.525291828793776,43.96887159533074,0,2218,0,0,226,0,0,64,173,0,318,0,0,71.06918239,0,0,20.125786163522015,54.40251572327044,0,2320,0,0,0,0,0,170,53,0,196,0,0,0,0,0,86.73469387755102,27.040816326530614,0,14.34,8.45,11.33,4024,1900,2124,88.67342442,85.66275924,91.55172414
USGS                ,USGS Gage,9677,BICKNELL BOTTOM USGS                                                            ,09330000                                ,Fremont River USGS 09330000 Bicknell Bottoms Top of Lower Fremont River                                                                                                                                 ,Stream,1,9677,LOWER FREMONT RIVER                                         ,Observational,USGS Streamflow device              ,DIGITAL     ,A,38.30692963,-111.5185793,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9677,15,2010,2025,5089,0,0,247,108,12,122,248,0,466,0,0,53.00429184549357,23.17596566523605,2.575107296137339,26.180257510729614,53.21888412017167,0,2552,0,0,106,46,10,40,146,0,226,0,0,46.902654867256636,20.353982300884958,4.424778761061947,17.699115044247787,64.60176991150442,0,2537,0,0,141,62,2,82,102,0,240,0,0,58.75,25.833333333333336,0.8333333333333334,34.166666666666664,42.5,0,8.86,9.46,9.16,4623,2326,2297,90.84299469,91.14420063,90.54000788
