COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO
EMERY               ,Emery County,9543,FLOW - UPPER HUNTINGTON CREEK                                                   ,6628,FLOW UPPER HUNTINGTON CREEK                                                                                                                                                                             ,Stream,1,9543,HUNTINGTON CREEK                                            ,Observational,Bubble with control section         ,DIGITAL     ,A,39.65296284,-111.2401724,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9543,16,2009,2024,5475,11,122,266,837,110,1645,267,2591,47.32%,2.23%
EMERY               ,Emery County,9544,HUNTINGTON PLANT DIVERSION INTAKE A                                             ,6587,UP&L HUNTINGTON PLANT DIVERSION INTAKE A                                                                                                                                                                ,Conveyance,1,9544,HUNTINGTON CREEK                                            ,Observational,UP&L METER                          ,DIGITAL     ,A,39.39104218,-111.0928429,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9544,13,2011,2023,4428,73,4,218,44,3,0,218,435,9.82%,0.09%
EMERY               ,Emery County,9545,FLOW - HUNTINGTON CANAL                                                         ,6423,Flow - Huntington Canal                                                                                                                                                                                 ,Conveyance,1,9545,HUNTINGTON CREEK                                            ,Observational,8 foot parshall with ultrasonic     ,DIGITAL     ,A,39.34827337,-111.0111522,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9545,17,2009,2025,5054,0,1043,201,476,73,30,198,1560,30.87%,20.64%
PRICE_DL            ,Price River Dataloggers,9567,CARBON REC. DIST. CANAL PUMP                                                    ,Carbon Rec. Dist. Canal Pump            ,Golf Course                                                                                                                                                                                             ,Conveyance,1,9567,PRICE RIVER                                                 ,Observational,On/Off Switch                       ,FLOWMETER   ,A,39.63849853,-110.8616353,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9567,16,2009,2024,4682,0,2929,54,5,10,1163,88,4141,88.45%,62.56%
SNAKE               ,Snake Valley,9569,BIG SPRINGS CREEK ABV. DEARDEN RANCH                                            ,B0                                      ,"Big Springs Creek; Radio- 201, 1                                                                                                                                                                        ",Stream,1,9569,SNAKE VALLEY                                                ,Observational,2` Parshall flume                   ,DIGITAL     ,A,38.7721776,-114.0469121,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9569,17,2009,2025,5184,0,1,260,424,0,153,260,726,14.00%,0.02%
SNAKE               ,Snake Valley,9570,EAST MIDDLE DITCH                                                               ,B1                                      ,"East Middle Ditch; Radio- 201,1                                                                                                                                                                         ",Conveyance,1,9570,SNAKE VALLEY                                                ,Observational,3` Parshall flume                   ,DIGITAL     ,A,38.77721126,-114.0428566,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9570,17,2009,2025,5163,0,1,259,205,0,233,259,641,12.42%,0.02%
SNAKE               ,Snake Valley,9571,WEST MIDDLE DITCH                                                               ,B2                                      ,"West Middle Ditch; Radio 201,1                                                                                                                                                                          ",Conveyance,1,9571,SNAKE VALLEY                                                ,Observational,20 CFS ramp flume                   ,DIGITAL     ,A,38.77795218,-114.042773,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9571,17,2009,2025,5158,0,4,258,109,23,22,258,358,6.94%,0.08%
SNAKE               ,Snake Valley,9572,CLAY SPRING                                                                     ,3,"Clay Spring Repeater; Radio- 201,1; 204,4                                                                                                                                                               ",Stream,1,9572,SNAKE VALLEY                                                ,Observational,90 V-notch weir                     ,DIGITAL     ,A,38.8655114,-113.993602,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9572,17,2009,2025,4679,0,1,234,133,21,436,234,745,15.92%,0.02%
SNAKE_DL            ,Snake Valley Dataloggers,9573,KELL SPRING                                                                     ,SV_Kell Spring                          ,"Kell Spring, Radio 204,4                                                                                                                                                                                ",Stream,1,9573,SNAKE VALLEY                                                ,Observational,Ultrasonic flow meter               ,FLOWMETER   ,A,39.30383578,-114.0084702,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9573,17,2009,2025,5137,0,156,249,407,0,36,248,517,10.06%,3.04%
SNAKE_DL            ,Snake Valley Dataloggers,9574,PIVOT PUMP FROM FOOTE RESERVOIR                                                 ,SV_Foote Pivot                          ,"Pivot Pump @ Foote Ranch, Radio 202,2                                                                                                                                                                   ",Conveyance,1,9574,SNAKE VALLEY                                                ,Observational,                                    ,FLOWMETER   ,A,39.42988262,-113.8880514,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9574,17,2009,2025,4620,0,1781,142,0,0,103,142,2094,45.32%,38.55%
DUCHESNE            ,Duchesne River,9577,335_IVIE                                                                        ,8637,IVIE                                                                                                                                                                                                    ,Conveyance,4,9577,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.29066314,-110.4886459,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9577,15,2009,2023,2744,0,2044,35,1,2,207,35,2308,84.11%,74.49%
PRICE_DL            ,Price River Dataloggers,9578,CARBON REC. DIST. CLUBHOUSE SPRINKLER INFLOW                                    ,Carbon Rec. Dist. Clubhouse Sprinkler   ,CARBON REC. DIST. CLUBHOUSE SPRINKLER INFLOW                                                                                                                                                            ,Conveyance,1,9578,PRICE RIVER                                                 ,Observational,Flow Meter                          ,FLOWMETER   ,A,39.64481935,-110.8635831,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9578,17,2009,2025,4778,0,2490,115,13,12,572,115,3230,67.60%,52.11%
SNAKE_DL            ,Snake Valley Dataloggers,9589,TWIN SPRINGS (SOUTH)                                                            ,SV_Twin Springs South                   ,"Twin Springs (South); Radio- 202,2                                                                                                                                                                      ",Stream,1,9589,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.40299466,-113.862812,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9589,16,2010,2025,4645,0,0,233,945,84,917,161,1692,36.43%,0.00%
DEEP_CREEK          ,Deep Creek,9592,MILL CANYON FLUME                                                               ,0,Deep Creek Mill Canyon Flume                                                                                                                                                                            ,Stream,1,9592,DEEP CREEK                                                  ,Observational,4-ft parshall Flume                 ,DIGITAL     ,A,40.57087623,-109.8506615,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9592,13,2013,2025,3127,0,661,124,68,0,627,124,1415,45.25%,21.14%
SNAKE_DL            ,Snake Valley Dataloggers,9595,FOOTE RESERVOIR SPRING                                                          ,SV_Foote Reservoir                      ,SV_Foote Reservoir                                                                                                                                                                                      ,Stream,1,9595,SNAKE VALLEY                                                ,Observational,Velocity depth sensor               ,FLOWMETER   ,A,39.41555994,-113.8701901,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9595,16,2010,2025,4329,17,18,215,37,15,244,195,570,13.17%,0.42%
SNAKE_DL            ,Snake Valley Dataloggers,9599,TWIN SPRINGS (NORTH)                                                            ,SV_Twin Springs North                   ,"Twin Springs (North); Radio- 202,2                                                                                                                                                                      ",Stream,1,9599,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.40368977,-113.8638507,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9599,16,2009,2024,3856,0,0,193,311,42,569,193,880,22.82%,0.00%
SNAKE_DL            ,Snake Valley Dataloggers,9600,MILLER SPRING                                                                   ,SV_Miller Ranch Spring                  ,"Miller Ranch Spring, Radio 202,2                                                                                                                                                                        ",Stream,1,9600,SNAKE VALLEY                                                ,Observational,Ramp Flume                          ,DIGITAL     ,A,39.57967637,-113.8654632,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9600,16,2010,2025,4919,0,0,246,392,30,872,246,1179,23.97%,0.00%
CU_SCADA            ,CUWCD Scada,9606,UTAH LAKE STORAGE CONTENTS (CUWCD REALTIME DAILY AVG GAGE)                      ,OREM\UL\ANALOG\DEPTH0                   ,Utah Lake - Elv Below Compromise                                                                                                                                                                        ,Reservoir,2,9606,UTAH LAKE/JORDAN RIVER                                      ,Observational,"Telemetry -Ultrasonic, transducer   ",DIGITAL     ,A,40.35933981,-111.896265,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9606,17,2009,2025,5415,4975,8,22,4009,3,10,22,5022,92.74%,0.15%
USBR                ,USBR,9627,USBR WILLARD RESERVOIR CONTENTS                                                 ,WILLARD BAY|storage                     ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `WILLARD BAY`|`storage` at 8:30AM                                                                                                                       ,Reservoir,1,9627,WEBER RIVER                                                 ,Observational,                                    ,,A,41.37940928,-112.0904784,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9627,17,2009,2025,4900,0,0,245,0,0,680,242,979,19.98%,0.00%
DEEP_CREEK_DL       ,Deep Creek Dataloggers,9630,1202 RED WASH RESERVOIR RELEASE                                                 ,Red Wash Outlet                         ,Release from Red Wash Reservoir                                                                                                                                                                         ,Reservoir Release,1,9630,DEEP CREEK                                                  ,Observational,Mccrometer 282L Flowmeter           ,FLOWMETER   ,A,40.42980251,-109.7791646,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9630,14,2011,2025,2063,0,693,31,3,2,1133,69,1855,89.92%,33.59%
LBEAR               ,Bear River (Cache),9636,EAST ARMORY                                                                     ,AE                                      ,East Armory                                                                                                                                                                                             ,Conveyance,1,9636,SUMMIT CREEK                                                ,Observational,Flume N4632122 E431056 NAD27        ,STAGE       ,A,41.83853346,-111.8300412,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9636,16,2010,2025,2973,0,754,111,48,5,473,111,1370,46.08%,25.36%
SWARM               ,SWARM Satellite Data Collection,9650,0010 JULIUS PARK IMPORT FROM DRY FORK                                           ,Julius Park Inflow                      ,JULIUS PARK IMPORT FROM DRY FORK                                                                                                                                                                        ,Conveyance,1,9650,DEEP CREEK                                                  ,Observational,Steel 6` Cutthroat Flume            ,,A,40.63891479,-109.8939759,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9650,13,2011,2024,2285,0,433,61,161,0,661,93,1182,51.73%,18.95%
SEVIER              ,Sevier River,9662,DELTA CANAL B                                                                   ,3716,Canal B                                                                                                                                                                                                 ,Conveyance,1,9662,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37867579,-112.5693482,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9662,20,2005,2025,6335,0,2353,197,3,0,360,200,2910,45.94%,37.14%
SEVIER              ,Sevier River,9665,DELTA WEST DITCH                                                                ,9670,DELTA WEST DITCH                                                                                                                                                                                        ,Conveyance,1,9665,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37741487,-112.5686938,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9665,20,2005,2025,6126,0,3339,140,23,0,475,126,3988,65.10%,54.51%
SEVIER              ,Sevier River,9666,DELTA TERRY PUMP                                                                ,4100,Terry Pump                                                                                                                                                                                              ,Conveyance,1,9666,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37791993,-112.5684304,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9666,20,2005,2025,6186,0,4281,75,4513,0,681,96,5120,82.77%,69.20%
SEVIER              ,Sevier River,9667,MELVILLE CANAL C                                                                ,3722,MELVILLE CANAL C                                                                                                                                                                                        ,Conveyance,1,9667,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,39.37698341,-112.5678859,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9667,20,2005,2025,6201,0,2813,167,0,1,357,170,3337,53.81%,45.36%
USBR                ,USBR,9668,SCOFIELD RESERVOIR STORAGE                                                      ,SCOFIELD|storage                        ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `SCOFIELD`|`storage` at 8:30AM                                                                                                                          ,Reservoir,1,9668,PRICE RIVER                                                 ,Observational,Pressure                            ,DIGITAL     ,A,39.78672195,-111.119861,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9668,14,2007,2025,4531,0,0,226,0,0,369,227,657,14.50%,0.00%
USGS                ,USGS Gage,9677,BICKNELL BOTTOM USGS                                                            ,09330000                                ,Fremont River USGS 09330000 Bicknell Bottoms Top of Lower Fremont River                                                                                                                                 ,Stream,1,9677,LOWER FREMONT RIVER                                         ,Observational,USGS Streamflow device              ,DIGITAL     ,A,38.30692963,-111.5185793,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9677,15,2010,2025,5081,0,0,247,108,12,239,252,577,11.36%,0.00%
EMERY               ,Emery County,9678,FLOW - BLACK CANYON DITCH                                                       ,5555,Black Canyon Ditch Total Flow                                                                                                                                                                           ,Conveyance,1,9678,COTTONWOOD CREEK                                            ,Observational,2 FOOT PARSHALL FLUME               ,DIGITAL     ,A,39.3800032,-111.2812008,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9678,29,1990,2025,6238,0,356,295,486,10,2256,295,3069,49.20%,5.71%
EMERY               ,Emery County,9680,HUNTINGTON PLANT DIVERSION INTAKE B                                             ,6588,UP&L HUNTINGTON PLANT DIVERSION INTAKE B                                                                                                                                                                ,Conveyance,1,9680,HUNTINGTON CREEK                                            ,Observational,UP&L meter                          ,DIGITAL     ,A,39.39096642,-111.0927316,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9680,13,2011,2023,4426,134,27,214,17,4,6,214,526,11.88%,0.61%
SWARM               ,SWARM Satellite Data Collection,9683,0011 JULIUS PARK ELEVATION                                                      ,Julius Park Elevation                   ,Julius Park Reservoir Elevation                                                                                                                                                                         ,Reservoir,1,9683,DEEP CREEK                                                  ,Observational,                                    ,,A,40.63746614,-109.8951265,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9683,8,2011,2024,1360,0,200,58,0,0,0,58,304,22.35%,14.71%
DEEP_CREEK          ,Deep Creek,9687,0303 WEST MOSBY CREEK - NILSEN - MOSBY                                          ,AA                                      ,Pipeline meter on West Mosby Creek pipeline Diversion.                                                                                                                                                  ,Conveyance,1,9687,DEEP CREEK                                                  ,Observational,                                    ,FLOWMETER   ,A,40.57106884,-109.8403811,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9687,15,2011,2025,4011,0,2614,39,0,0,611,70,3278,81.73%,65.17%
BEAVER              ,Beaver,9730,MINERSVILLE INFLOW                                                              ,A1                                      ,Adamsville                                                                                                                                                                                              ,Stream,1,9730,BEAVER RIVER                                                ,Observational,Flows to Minerville Reservoir       ,DIGITAL     ,A,38.25176071,-112.7910403,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9730,14,2012,2025,4386,0,624,189,330,2,437,189,1374,31.33%,14.23%
EMERY               ,Emery County,9735,HCIC CLEVELAND -  PIPELINE PORTION                                              ,10344,CLEVELAND PIPELINE FLOW                                                                                                                                                                                 ,Conveyance,1,9735,HUNTINGTON CREEK                                            ,Observational,13 foot rectangular w/ ultrasonic   ,DIGITAL     ,A,39.35819561,-111.0306714,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9735,14,2012,2025,4052,0,458,180,2,2,6,178,709,17.50%,11.30%
LITTLEBEAR          ,Little Bear River (Cache),9738,PARADISE CANAL BELOW BLACK TUBE                                                 ,I3                                      ,Paradise Canal Below Black Tube                                                                                                                                                                         ,Conveyance,1,9738,LITTLE BEAR RIVER                                           ,Observational,4ft Parshall Flume                  ,DIGITAL     ,A,41.53227143,-111.8130205,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9738,14,2012,2025,3234,0,421,141,0,0,365,141,965,29.84%,13.02%
LITTLEBEAR          ,Little Bear River (Cache),9739,HIGHLINE CANAL BELOW WEEKS FARM                                                 ,Io                                      ,Highline Canal Below Weeks Farm                                                                                                                                                                         ,Conveyance,1,9739,LITTLE BEAR RIVER                                           ,Observational,Greyline Instruments AVFM 5.0       ,FLOWMETER   ,A,41.57629051,-111.8161822,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9739,13,2012,2024,1796,0,378,71,1,3,0,71,490,27.28%,21.05%
USBR                ,USBR,9740,HYRUM RESERVOIR ELEVATION                                                       ,HYRUM|pool elevation                    ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `HYRUM`|`pool elevation` at 8:30AM                                                                                                                      ,Reservoir,1,9740,LITTLE BEAR RIVER                                           ,Observational,Survey Equipment or estimate        ,,A,41.62322863,-111.868507,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9740,26,1993,2025,8019,0,0,389,15,2,889,401,1498,18.68%,0.00%
LITTLE_BEAR         ,Little Bear River Dataloggers,9742,PORCUPINE RESERVOIR ELEVATION                                                   ,Porcupine Reservoir                     ,Porcupine Reservoir Elevation                                                                                                                                                                           ,Reservoir,1,9742,LITTLE BEAR RIVER                                           ,Observational,Pressure transducer and staff gauge ,,A,41.51810134,-111.7450358,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9742,8,2013,2025,2231,0,0,111,27,1,31,112,213,9.55%,0.00%
USGS                ,USGS Gage,9755,WHITE RIVER  BL TABBYUNE CRK  (USGS)                                            ,09312600                                ,White River near Soldier Summit                                                                                                                                                                         ,Stream,1,9755,PRICE RIVER                                                 ,Observational,                                    ,,A,39.87603452,-111.0373018,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9755,13,2013,2025,3994,0,391,181,488,1,1033,181,1899,47.55%,9.79%
USGS                ,USGS Gage,9756,MUD CRK BL WINTER QUARTERS CYN @ SCOFIELD (USGS)                                ,09310700                                ,Mud Creek near Scofield Reservoir                                                                                                                                                                       ,Stream,1,9756,PRICE RIVER                                                 ,Observational,                                    ,,A,39.72204131,-111.1614342,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9756,13,2013,2025,4136,0,74,204,314,0,805,204,1195,28.89%,1.79%
USGS                ,USGS Gage,9757,"FISH CREEK ABOVE RESERVOIR, NEAR SCOFIELD (USGS)                                ",09310500                                ,Fish Creek near Scofield                                                                                                                                                                                ,Stream,1,9757,PRICE RIVER                                                 ,Observational,USGS Bubbler                        ,,A,39.77538879,-111.1860601,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9757,13,2013,2025,3904,0,184,185,464,3,1161,186,1809,46.34%,4.71%
USGS                ,USGS Gage,9758,MILL CREEK ABOVE SHELEY TUNNEL (USGS)                                           ,09183500                                ,USGS MILL CREEK AT SHELEY TUNNEL NEAR MOAB UTAH                                                                                                                                                         ,Stream,1,9758,MILL CREEK (MOAB)                                           ,Observational,BUBBLER / RATED STREAM SECTION      ,,A,38.48208481,-109.4049624,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9758,13,2013,2025,4100,0,0,205,547,6,237,205,758,18.49%,0.00%
USGS                ,USGS Gage,9759,MILL CREEK BELOW SHELEY TUNNEL (USGS)                                           ,09183600                                ,Mill Creek below Sheley Tunnel                                                                                                                                                                          ,Stream,1,9759,MILL CREEK (MOAB)                                           ,Observational,WATER STAGE RECORDER                ,,A,38.48548464,-109.4109411,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9759,13,2013,2025,4162,0,0,209,548,47,537,209,1077,25.88%,0.00%
USGS                ,USGS Gage,9814,USGS GREEN RIVER AT GREEN RIVER                                                 ,09315000                                ,Green River at Green River                                                                                                                                                                              ,Stream,1,9814,GREEN RIVER                                                 ,Observational,                                    ,FLOWMETER   ,A,38.98550645,-110.1499193,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9814,13,2013,2025,3755,0,0,188,604,0,46,185,678,18.06%,0.00%
BEAVER              ,Beaver,9815,FURNACE DAM FLOW TO RF MINERSVILLE                                              ,A6                                      ,Past Furnace Dam                                                                                                                                                                                        ,Dry Dam Release,1,9815,BEAVER RIVER                                                ,Observational,32` WEIR Contracted                 ,DIGITAL     ,A,38.25107651,-112.7572058,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9815,9,2013,2022,2076,0,256,91,75,5,271,91,620,29.87%,12.33%
USGS                ,USGS Gage,9830,FAIRVIEW TUNNEL (USGS)                                                          ,09309600                                ,Fairview Tunnel                                                                                                                                                                                         ,Conveyance,1,9830,PRICE RIVER                                                 ,Observational,USGS Radar mounted in tunnel entranc,,A,39.66971604,-111.3133346,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9830,12,2013,2024,3884,0,2287,78,5,1,162,80,2533,65.22%,58.88%
PRWUA               ,Provo River Water Users,9831,WEBER-PROVO CANAL (OAKLEY GAUGED FLOW)                                          ,S06_FIT_6M                              ,"Data From http://www.prwua.org/water-operations/daily-average-data.php?s=csv, To:WEBER_RIVER_WEBER-PROVO_CANAL_NEAR_OAKLEY                                                                              ",Conveyance,1,9831,WEBER RIVER                                                 ,Observational,PARSHALL FLUME                      ,,A,40.71202903,-111.2788189,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9831,28,1996,2025,9306,0,3112,310,1073,2,143,310,4328,46.51%,33.44%
SLCO                ,Salt Lake County,9833,09.051 JORDAN RIVER AT 90TH SOUTH GAGE STATION (AUTOMATED)                      ,70,Jordan River @ 90th South                                                                                                                                                                               ,Stream,1,9833,UTAH LAKE/JORDAN RIVER                                      ,Observational,90th South Gage SL Cnty Flood Contrl,,A,40.58761066,-111.9128225,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9833,11,2014,2024,3661,0,0,183,264,16,21,181,289,7.89%,0.00%
PRWUA               ,Provo River Water Users,9834,WEBER-PROVO CANAL (PRWUA BEAVER CREEK DIVERSION)                                ,S08_FIT_1M                              ,"Data From:www.prwua.org, To: WEBER_RIVER_WEBER-PROVO_CANAL_(PRWUA_BEAVER_CREEK_DIVERSION)                                                                                                               ",Conveyance,1,9834,WEBER RIVER                                                 ,Observational,Electronic                          ,,A,40.645035,-111.2845563,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9834,12,2014,2025,3925,0,3068,43,80,0,148,43,3296,83.97%,78.17%
DUCHESNE            ,Duchesne River,9835,161 FARM CREEK POND OUTFLOW                                                     ,10850,Farm Creek Pond Overflow amount returns to river                                                                                                                                                        ,Conveyance,1,9835,DUCHESNE RIVER                                              ,Observational,                                    ,DIGITAL     ,A,40.38086824,-110.7263086,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9835,12,2013,2025,2187,1,1013,59,31,17,6,59,1086,49.66%,46.32%
PRWUA               ,Provo River Water Users,9838,WEBER-PROVO CANAL (FOREBAY POOL ELEVATION)                                      ,S06_LIT_1M                              ,"Data From:www.prwua.org, To: WEBER_RIVER_WEBER-PROVO_CANAL_(FOREBAY_POOL_ELEVATION)                                                                                                                     ",Conveyance,1,9838,WEBER RIVER                                                 ,Observational,Ogee Crest if gate is closed        ,,A,40.71573762,-111.2781984,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9838,12,2014,2025,3898,0,221,183,852,0,1625,184,2386,61.21%,5.67%
USGS                ,USGS Gage,9840,CACHE HIGHLINE CANAL (USGS)                                                     ,10108400,UPPER CANAL TOTAL (LOGAN HYDE PARK SMITHFIELD AND LOGAN & NORTHERN)                                                                                                                                     ,Conveyance,1,9840,LOGAN RIVER                                                 ,Observational,8-ft Parshall Flume. USGS Data      ,DIGITAL     ,A,41.74346846,-111.7619057,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9840,13,2013,2025,2919,0,908,101,0,0,243,97,1293,44.30%,31.11%
BLUE_MOUNTAIN_DL    ,Blue Mountain Dataloggers,9846,MONTICELLO - NORTH FORK SPRINGS                                                 ,MONTICELLO - NORTH FORK SPRINGS         ,Same Datalogger as Bankhead Springs                                                                                                                                                                     ,Conveyance,1,9846,BLUE MOUNTAIN                                               ,Observational,MCCROMETER MAGNETIC METER           ,FLOWMETER   ,A,37.8738654,-109.4282978,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9846,12,2013,2024,3161,0,979,110,249,12,0,110,1230,38.91%,30.97%
BLUE_MOUNTAIN_DL    ,Blue Mountain Dataloggers,9847,MONTICELLO - BANKHEAD SPRINGS                                                   ,MONTICELLO - BANKHEAD SPRINGS           ,Same Datalogger as North Fork Springs                                                                                                                                                                   ,Conveyance,2,9847,BLUE MOUNTAIN                                               ,Observational,MCCROMETER MAGNETIC METER           ,FLOWMETER   ,A,37.87383398,-109.4281981,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9847,12,2013,2024,3159,0,1243,96,356,10,0,96,1610,50.97%,39.35%
