COLLECTION_SYSTEM,collection_sys_description,MasterStationID,MasterStationName,CollectionStationName,COMMENTS,SiteType,ANALOG_CHANNEL,STATION_ID,SYSTEM_NAME,DatasetType,MEASURING_DEVICE,DEVICE_TYPE,STATUS,LAT,LON,DataEntryMethod,Telemetry,StationPage,NoOfYears,StartYr,EndYr,TOTAL_RECORDS,TOTAL_NEGATIVE,TOTAL_ZERO,TOTAL_95th,TOTAL_IQR,TOTAL_RoC,TOTAL_REPEATED,TOTAL_IF,TOTAL_RSD,TOTAL_FLAGGED,FLAG_RATIO,ZERO_RATIO,REPEATED_RATIO
USBR                ,USBR,9911,USBR WILLARD RESERVOIR RELEASE                                                  ,WILLARD BAY|total release               ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `WILLARD BAY`|`release` at 8:30AM                                                                                                                       ,Reservoir Release,1.0,9911,WEBER RIVER                                                 ,Observational,                                    ,,A,41.42140605,-112.0635263,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9911,7,2014.0,2024.0,2041,0,36,101,150,3,1617,101,0,1675,82.07%,1.76%,96.54%
USGS                ,USGS Gage,9923,BEAVER RIVER NEAR BEAVER (USGS)                                                 ,10234500,Beaver River                                                                                                                                                                                            ,Stream,1.0,9923,BEAVER RIVER                                                ,Observational,                                    ,,A,38.27996787,-112.56825,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9923,12,2014.0,2025.0,3823,0,0,190,408,2,727,191,24,1135,29.69%,0.00%,64.05%
SPRINGVILLE_IRR     ,Springville Irrigation,9925,SPRINGVILLE IRR PLAT A DITCH 4                                                  ,108,Plat A Ditch 4                                                                                                                                                                                          ,Conveyance,1.0,9925,HOBBLE CREEK                                                ,Observational,                                    ,,A,40.15794558,-111.5979516,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9925,9,2014.0,2023.0,1841,0,736,56,149,9,124,56,4,1018,55.30%,39.98%,12.18%
SPRINGVILLE_IRR     ,Springville Irrigation,9926,SPRINGVILLE IRR SWENSON                                                         ,110,Swenson                                                                                                                                                                                                 ,Conveyance,1.0,9926,HOBBLE CREEK                                                ,Observational,Radial Gate                         ,,A,40.15774219,-111.5980205,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9926,6,2014.0,2023.0,1456,0,1249,10,0,0,67,11,0,1327,91.14%,85.78%,5.05%
SPRINGVILLE_IRR     ,Springville Irrigation,9935,SPRINGVILLE IRR SAGE DITCH                                                      ,Price Ditch                             ,                                                                                                                                                                                                        ,Conveyance,1.0,9935,HOBBLE CREEK                                                ,Observational,                                    ,DIGITAL     ,A,40.15009327,-111.588129,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9935,11,2014.0,2025.0,2154,0,1821,17,5,2,43,17,5,1886,87.56%,84.54%,2.28%
SPRINGVILLE_IRR     ,Springville Irrigation,9936,SPRINGVILLE IRR MAPLETON CANAL                                                  ,MAPLETON CANAL                          ,Radio ADD: 102 CH:1                                                                                                                                                                                     ,Conveyance,2.0,9936,HOBBLE CREEK                                                ,Observational,                                    ,,A,40.15682835,-111.5305627,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9936,4,2014.0,2023.0,829,0,531,15,0,0,0,15,0,559,67.43%,64.05%,0.00%
SPRINGVILLE_IRR     ,Springville Irrigation,9938,SPRINGVILLE IRR ISLAND DITCH                                                    ,ISLAND DITCH                            ,Radio ADD: 102 CH:1                                                                                                                                                                                     ,Conveyance,1.0,9938,HOBBLE CREEK                                                ,Observational,18` Parshall Flume                  ,,A,40.14805701,-111.5671453,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9938,10,2014.0,2025.0,2234,0,136,1,689,0,260,105,0,778,34.83%,6.09%,33.42%
USGS                ,USGS Gage,9940,LOGAN RIVER ABOVE FIRST DAM (USGS)                                              ,10109000,Logan River Above State Dam                                                                                                                                                                             ,Stream,1.0,9940,LOGAN RIVER                                                 ,Observational,                                    ,,A,41.74361835,-111.7838388,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9940,12,2014.0,2025.0,3860,0,0,193,554,0,108,193,0,676,17.51%,0.00%,15.98%
SPRINGVILLE_IRR     ,Springville Irrigation,9942,SPRINGVILLE IRR JOLLEY`S RANCH                                                  ,101,Right Hand Fork/Jolley`s Ranch                                                                                                                                                                          ,Conveyance,2.0,9942,HOBBLE CREEK                                                ,Observational,                                    ,,A,40.16686403,-111.4938314,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9942,10,2014.0,2024.0,2423,0,1717,33,0,0,197,36,0,1960,80.89%,70.86%,10.05%
WEBER_BASIN         ,Weber Basin Scada,9956,WEBER BASIN GATEWAY CANAL TUNNEL (DAVIS AQUEDUCT)                               ,Bifurcation Davis Flow                  ,Davis Aqueduct Flow                                                                                                                                                                                     ,Conveyance,1.0,9956,WEBER RIVER                                                 ,Observational,venturi meter                       ,,A,41.13187448,-111.8954238,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9956,12,2014.0,2025.0,4000,0,10,200,0,0,184,200,0,423,10.57%,0.25%,43.50%
WEBER_BASIN         ,Weber Basin Scada,9957,WEBER BASIN GATEWAY CANAL TUNNEL (WEBER AQUEDUCT)                               ,Bifurcation Weber Flow                  ,                                                                                                                                                                                                        ,Conveyance,1.0,9957,WEBER RIVER                                                 ,Observational,venturi meter                       ,,A,41.13312197,-111.8953994,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9957,12,2014.0,2025.0,4000,0,110,195,0,0,280,193,0,661,16.53%,2.75%,42.36%
WEBER_BASIN         ,Weber Basin Scada,9958,WEBER BASIN WILLARD CANAL FROM RIVER                                            ,Willard Canal Flow South                ,"This is one of two meters on the Willard Canal, not to be taken too seriously because the canal is very difficult to get a reliable water measurement.                                                  ",Conveyance,1.0,9958,WEBER RIVER                                                 ,Observational,electronic                          ,,A,41.23914844,-112.0120289,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9958,12,2014.0,2025.0,4092,0,2517,20,10,12,933,77,0,3524,86.12%,61.51%,26.48%
WEBER_BASIN         ,Weber Basin Scada,9959,USBR CAUSEY RESERVOIR RELEASE (WEBER BASIN)                                     ,Causey Outlet Flow                      ,                                                                                                                                                                                                        ,Reservoir Release,1.0,9959,OGDEN RIVER                                                 ,Observational,                                    ,,A,41.29678006,-111.5895657,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9959,12,2014.0,2025.0,3743,383,68,165,320,0,179,165,0,1064,28.43%,1.82%,16.82%
WEBER_MT_REGIONAL   ,Mountain Regional Water Scada,9963,WEBER BASIN LOST CANYON CREEK PIPELINE                                          ,LostCanyonBooster                       ,                                                                                                                                                                                                        ,Conveyance,1.0,9963,WEBER RIVER                                                 ,Observational,                                    ,,A,40.75491584,-111.3723369,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9963,12,2014.0,2025.0,4104,0,4,199,16,0,2851,190,0,2936,71.54%,0.10%,97.10%
SEVIER_DL           ,Sevier River Dataloggers,9968,KINGSTON PIPELINE                                                               ,KINGSTONPIPELINE                        ,Kingston Pipeline                                                                                                                                                                                       ,Conveyance,1.0,9968,SEVIER RIVER                                                ,Observational,Dynasonic Transit Time sensor       ,DIGITAL     ,A,38.20412934,-112.1617684,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9968,14,2012.0,2025.0,4749,0,3051,85,0,0,541,85,0,3727,78.48%,64.25%,14.52%
USBR                ,USBR,9997,USBR SMITH & MOREHOUSE CONTENTS                                                 ,SMITH & MOREHOUSE RESERVOIR|storage     ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `SMITH AND MOREHOUSE|`storage` at 8:30AM                                                                                                                ,Reservoir,1.0,9997,WEBER RIVER                                                 ,Observational,                                    ,,A,40.75978087,-111.1041256,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9997,11,2015.0,2025.0,3576,0,0,177,0,0,164,178,0,486,13.59%,0.00%,33.74%
USBR                ,USBR,9998,USBR SMITH & MOREHOUSE ELEVATION                                                ,SMITH & MOREHOUSE RESERVOIR|pool elevati,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `SMITH AND MOREHOUSE|`storage` at 8:30AM                                                                                                                ,Reservoir,1.0,9998,WEBER RIVER                                                 ,Observational,                                    ,,A,40.75956116,-111.1040515,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=9998,11,2015.0,2025.0,3577,0,0,177,0,0,164,179,0,495,13.84%,0.00%,33.13%
USGS                ,USGS Gage,10019,LITTLE BEAR RIVER @ PARADISE (USGS)                                             ,10105900,Little Bear River (Paradise)                                                                                                                                                                            ,Stream,1.0,10019,LITTLE BEAR RIVER                                           ,Observational,                                    ,,A,41.57549997,-111.8552216,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10019,11,2015.0,2025.0,3537,0,0,176,555,3,105,176,10,658,18.60%,0.00%,15.96%
USBR                ,USBR,10020,SCOFIELD RESERVOIR ELEVATION                                                    ,SCOFIELD|pool elevation                 ,from ftp.usbr.gov/UC_Outgoing_Cron/ nwsdata.dat `SCOFIELD`|`pool elevation` at 8:30AM                                                                                                                   ,Reservoir,1.0,10020,PRICE RIVER                                                 ,Observational,                                    ,DIGITAL     ,A,39.78672195,-111.119861,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10020,12,2014.0,2025.0,3986,0,0,199,1,0,174,199,0,457,11.47%,0.00%,38.07%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10026,MWDSLS 15 FT PARSHALL                                                           ,3,LCC 15 ft Parshall                                                                                                                                                                                      ,Conveyance,1.0,10026,LITTLE COTTONWOOD CREEK                                     ,Observational,                                    ,DIGITAL     ,A,40.57854591,-111.7975848,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10026,11,2015.0,2025.0,3524,0,6,176,548,1,32,176,46,582,16.52%,0.17%,5.50%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10030,MWDSLS FARMERS GATE                                                             ,6,LCC Farmers Gate                                                                                                                                                                                        ,Conveyance,1.0,10030,LITTLE COTTONWOOD CREEK                                     ,Observational,                                    ,FLOWMETER   ,A,40.5848723,-111.8007518,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10030,11,2015.0,2025.0,3533,38,1765,87,235,24,180,87,21,2195,62.13%,49.96%,8.20%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10031,MWDSLS SANDY DITCH SIPHON                                                       ,7,LCC Sandy Ditch Siphon                                                                                                                                                                                  ,Conveyance,1.0,10031,LITTLE COTTONWOOD CREEK                                     ,Observational,Mag Meter                           ,,A,40.58446363,-111.8007643,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10031,11,2015.0,2025.0,3533,0,2514,51,16,0,88,47,0,2684,75.97%,71.16%,3.28%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10032,MWDSLS OVERFLOW TAILRACE                                                        ,8,LCC overflow to creek                                                                                                                                                                                   ,Dry Dam Release,1.0,10032,LITTLE COTTONWOOD CREEK                                     ,Observational,Bubbler at discharge point          ,STAGE       ,A,40.58439814,-111.8007926,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10032,11,2015.0,2025.0,3528,0,2576,48,93,18,282,48,27,2959,83.87%,73.02%,9.53%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10033,MWDSLS SANDY DITCH WEIR                                                         ,9,LCC Sandy Ditch Weir                                                                                                                                                                                    ,Conveyance,1.0,10033,LITTLE COTTONWOOD CREEK                                     ,Observational,Mag Meter                           ,FLOWMETER   ,A,40.58484816,-111.8007796,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10033,11,2015.0,2025.0,3520,0,2332,59,0,2,40,60,0,2437,69.23%,66.25%,1.64%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10034,MWDSLS WTP CREEKSIDE DIVERSION                                                  ,10,LCC LCWTP Creek Intake                                                                                                                                                                                  ,Conveyance,1.0,10034,LITTLE COTTONWOOD CREEK                                     ,Observational,8 probe 4 path Ultrasonic           ,,A,40.58391034,-111.8015821,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10034,11,2015.0,2025.0,3533,0,95,172,293,0,105,171,0,493,13.95%,2.69%,21.30%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10035,MWDSLS WTP TAILRACE                                                             ,5,LCC LCWTP                                                                                                                                                                                               ,Dry Dam Release,1.0,10035,LITTLE COTTONWOOD CREEK                                     ,Observational,8 probe 4 path Ultrasonic           ,,A,40.58491295,-111.8006984,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10035,11,2015.0,2025.0,3533,0,1355,109,246,0,62,109,0,1663,47.07%,38.35%,3.73%
USGS                ,USGS Gage,10054,USGS @ WOODLAND                                                                 ,10154200,Woodland Gage                                                                                                                                                                                           ,Stream,1.0,10054,PROVO RIVER                                                 ,Observational,Bubbler                             ,DIGITAL     ,A,40.55777888,-111.1690678,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10054,12,1974.0,2025.0,3666,0,0,184,640,0,95,183,0,735,20.05%,0.00%,12.93%
SEVIER              ,Sevier River,10063,CLOVER FLAT IRR CO - MEADOW DITCH                                               ,10250,MEADOW DITCH                                                                                                                                                                                            ,Conveyance,1.0,10063,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.14019958,-112.01467,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10063,11,2014.0,2024.0,3912,0,942,149,185,0,1194,149,0,2323,59.38%,24.08%,51.40%
SEVIER              ,Sevier River,10064,CLOVER FLAT IRR CO - CLOVER FLAT DITCH                                          ,10237,CLOVER FLAT                                                                                                                                                                                             ,Conveyance,1.0,10064,SEVIER RIVER                                                ,Observational,                                    ,DIGITAL     ,A,38.13152012,-112.0007529,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10064,11,2014.0,2024.0,3886,0,988,145,8,2,596,145,0,1758,45.24%,25.42%,33.90%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10066,06.01.10 UTAH LAKE DISTRIBUTING CANAL (59-13) NORTH BRANCH CFS                  ,18,ULDC North Branch from Jordan River (18 is column S)                                                                                                                                                    ,Conveyance,1.0,10066,UTAH LAKE/JORDAN RIVER                                      ,Observational,                                    ,,A,40.44098309,-111.9210126,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10066,9,2016.0,2024.0,1977,0,865,56,905,1,18,56,0,984,49.77%,43.75%,1.83%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10067,06.01.20 UTAH LAKE DISTRIBUTING CANAL (59-13) SOUTH BRANCH CFS                  ,19,ULDC South Branch from Jordan River  (19 is column T)                                                                                                                                                   ,Conveyance,1.0,10067,UTAH LAKE/JORDAN RIVER                                      ,Observational,                                    ,DIGITAL     ,A,40.44080531,-111.9205159,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10067,6,2016.0,2024.0,1733,0,1291,23,1331,0,0,22,0,1354,78.13%,74.50%,0.00%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10068,UTAH LAKE DISTRIBUTING CANAL SOUTH BRANCH FROM PR AQUEDUCT                      ,16,PRA to ULDC South Branch (Column Q is 16)                                                                                                                                                               ,Conveyance,1.0,10068,PROVO RIVER                                                 ,Observational,flume                               ,,A,40.44080597,-111.9205155,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10068,9,2016.0,2024.0,1449,0,300,57,332,0,26,58,0,417,28.78%,20.70%,6.24%
MWDSLS              ,Metropolitan Water District of Salt Lake & Sandy,10069,UTAH LAKE DISTRIBUTING CANAL NORTH BRANCH FROM PR AQUEDUCT                      ,15,PRA to ULDC North Branch matches column P                                                                                                                                                               ,Conveyance,1.0,10069,PROVO RIVER                                                 ,Observational,                                    ,,A,40.44098102,-111.921018,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10069,8,2016.0,2024.0,1345,0,393,48,0,0,26,48,0,513,38.14%,29.22%,5.07%
CU_SCADA            ,CUWCD Scada,10078,JORDANELLE SURFACE AREA                                                         ,JD_CALC_RES_CONTENT                     ,Jordanelle Reservoir Content - Acre-Feet                                                                                                                                                                ,Reservoir,1.0,10078,PROVO RIVER                                                 ,Observational,                                    ,STAGE       ,A,40.59956899,-111.4212189,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10078,9,2017.0,2025.0,2702,0,0,136,2,1,0,136,2,262,9.70%,0.00%,0.00%
CU_SCADA            ,CUWCD Scada,10079,DEER CREEK SURFACE AREA                                                         , OREM\DC\ANALOG\RES_LVL                 ,Deer Creek Reservoir Elevation                                                                                                                                                                          ,Reservoir,1.0,10079,PROVO RIVER                                                 ,Observational,                                    ,STAGE       ,A,40.40732115,-111.5266169,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10079,9,2017.0,2025.0,2984,0,0,150,182,0,139,150,0,342,11.46%,0.00%,40.64%
USGS                ,USGS Gage,10112,"USGS WEBER RIVER AT I-84 AT UINTAH, UT                                          ",10136600,                                                                                                                                                                                                        ,Stream,1.0,10112,WEBER RIVER                                                 ,Observational,                                    ,,A,41.13704612,-111.9192733,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10112,10,2016.0,2025.0,2778,0,0,138,444,0,12,139,0,456,16.41%,0.00%,2.63%
USGS                ,USGS Gage,10113,"USGS WEBER RIVER NEAR PEOA, UTAH                                                ",10129300,Weber River at Peoa above Rockport                                                                                                                                                                      ,Stream,1.0,10113,WEBER RIVER                                                 ,Observational,                                    ,,A,40.75107535,-111.3701185,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10113,10,2016.0,2025.0,3176,0,0,159,308,4,9,159,10,316,9.95%,0.00%,2.85%
USGS                ,USGS Gage,10115,USGS WEBER RIVER AT OGDEN UTAH (ABOVE OGDEN RIVER)                              ,10137000,"USGS 10137000 WEBER RIVER AT OGDEN, UTAH (above Ogden River)                                                                                                                                            ",Stream,1.0,10115,WEBER RIVER                                                 ,Observational,USGS STREAMGAGE INSTALLED 2016      ,,A,41.22709772,-111.9871945,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10115,10,2016.0,2025.0,2963,0,0,148,458,0,6,148,3,469,15.83%,0.00%,1.28%
USGS                ,USGS Gage,10119,CLEAR CREEK ABOVE DIVERSIONS                                                    ,10194200,CLEAR CREEK ABOVE THE DIVERSIONS                                                                                                                                                                        ,Stream,1.0,10119,SEVIER RIVER                                                ,Observational,USGS                                ,DIGITAL     ,A,38.57937248,-112.2885422,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10119,16,1934.0,2025.0,4472,0,0,223,623,2,758,222,3,1370,30.64%,0.00%,55.33%
USGS                ,USGS Gage,10120,USGS PROVO RIVER AT PROVO                                                       ,10163000,                                                                                                                                                                                                        ,Stream,1.0,10120,PROVO RIVER                                                 ,Observational,                                    ,,A,40.23912943,-111.7113668,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10120,12,2014.0,2025.0,3800,0,0,190,393,1,48,190,1,441,11.61%,0.00%,10.88%
WEBER               ,Weber River Dataloggers,10123,HARDSCRABBLE CREEK TOTAL                                                        ,HARDSCRABBLE                            ,HARDSCRABBLE CREEK TOTAL                                                                                                                                                                                ,Stream,1.0,10123,WEBER RIVER                                                 ,Observational,rated section and gaging station    ,,A,40.95490725,-111.7123429,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10123,9,2017.0,2025.0,2749,0,0,138,327,4,161,138,19,488,17.75%,0.00%,32.99%
BEAR_UPL            ,Bear River (UPL),10178,SODA                                                                            ,Soda Reservoir Contents                 ,Soda Reservoir Contents (Acre-Feet)                                                                                                                                                                     ,Reservoir,1.0,10178,LBR - IDAHO                                                 ,Observational,                                    ,,A,42.64422956,-111.6960172,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10178,11,2016.0,2025.0,3735,0,0,198,353,0,134,160,0,675,18.07%,0.00%,19.85%
BEAR_UPL            ,Bear River (UPL),10179,ONEIDA                                                                          ,Oneida Reservoir Contents               ,Oneida Reservoir Contents (Acre-Feet)                                                                                                                                                                   ,Reservoir,1.0,10179,LBR - IDAHO                                                 ,Observational,                                    ,,A,42.27576193,-111.7488397,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10179,11,2016.0,2025.0,5646,0,0,172,628,0,278,383,0,1074,19.02%,0.00%,25.88%
USGS                ,USGS Gage,10181,BRUTIDSL                                                                        ,10092700,UT/ID State Line                                                                                                                                                                                        ,Stream,1.0,10181,LBR - IDAHO                                                 ,Observational,                                    ,,A,42.09165569,-111.9162968,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10181,26,2000.0,2025.0,7459,0,0,373,430,0,55,369,0,546,7.32%,0.00%,10.07%
OGDEN               ,Ogden River Dataloggers,10191,SOUTH FORK 5-FT PARSHALL                                                        ,CHINAHUT                                ,South Fork 5-ft flume above Ogden Valley Canal and Huntsville Irrigation Company split                                                                                                                  ,Conveyance,1.0,10191,OGDEN RIVER                                                 ,Observational,5-ft concrete/steel Parshall Flume  ,,A,41.2589895,-111.6984761,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10191,9,2017.0,2025.0,2602,0,155,123,0,0,266,123,0,619,23.79%,5.96%,42.97%
SaratogaSpringsSCADA,Saratoga Springs SCADA,10203,01.02.01 SARATOGA SPRINGS PUMP STATION (CFS)                                    ,sBoosterMarinaProduction                ,                                                                                                                                                                                                        ,Conveyance,1.0,10203,UTAH LAKE/JORDAN RIVER                                      ,Observational,Meter                               ,,A,40.29083849,-111.8704839,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10203,9,2017.0,2025.0,1569,0,177,64,4,9,934,66,0,1155,73.61%,11.28%,80.87%
BEAR_UPPER          ,Bear River (UPPER),10206,BURDETTE WESTON NORTH PUMP                                                      ,15713,Burdette Weston North Pump                                                                                                                                                                              ,Conveyance,1.0,10206,UPPER BEAR                                                  ,Observational,Strap on Ultrasonic flow meter      ,DIGITAL     ,A,41.75986491,-111.0785371,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10206,7,2017.0,2024.0,976,0,347,29,0,4,22,32,0,430,44.06%,35.55%,5.12%
BEAR_UPPER          ,Bear River (UPPER),10207,BURDETTE WESTON SOUTH PUMP                                                      ,15714,Burdette Weston South Pump                                                                                                                                                                              ,Conveyance,1.0,10207,UPPER BEAR                                                  ,Observational,Strap on Ultrasonic flow meter      ,,A,41.75973373,-111.0785241,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10207,7,2017.0,2024.0,990,0,607,20,0,3,15,20,0,659,66.57%,61.31%,2.28%
WEBER               ,Weber River Dataloggers,10208,THURSTON BRIDGE                                                                 ,THURSTON BRIDGE                         ,East Canyon Creek @ Thurston Bridge                                                                                                                                                                     ,Stream,1.0,10208,WEBER RIVER                                                 ,Observational,STREAMGAGING REQ`D.  ROCK SILL.     ,,A,41.0544183,-111.7146787,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10208,9,2017.0,2025.0,2829,0,0,142,228,0,8,142,0,236,8.34%,0.00%,3.39%
EMERY               ,Emery County,10217,HUNTINGTON CREEK BELOW POWER PLANT                                              ,9194,Huntington River Below Power Plant                                                                                                                                                                      ,Stream,1.0,10217,HUNTINGTON CREEK                                            ,Observational,                                    ,DIGITAL     ,A,39.39102018,-111.0925631,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10217,28,1983.0,2025.0,8942,0,29,446,603,2,652,446,25,1305,14.59%,0.32%,49.96%
LITTLE_BEAR         ,Little Bear River Dataloggers,10287,SOUTH FORK OF LITTLE BEAR RIVER                                                 ,SOUTH FORK LITTLE BEAR                  ,SOUTH FORK OF LITTLE BEAR RIVER                                                                                                                                                                         ,Stream,1.0,10287,LITTLE BEAR RIVER                                           ,Observational,                                    ,ONOFF       ,A,41.50114879,-111.8166324,Direct,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10287,8,2018.0,2025.0,2066,1,125,97,129,23,251,97,10,516,24.98%,6.05%,48.64%
EMERY               ,Emery County,10297,CCCIC - SWASEY DIVERSION BYPASS METER                                           ,12034,SWASEY DIVERSION BYPASS METER                                                                                                                                                                           ,Conveyance,1.0,10297,COTTONWOOD CREEK                                            ,Observational,                                    ,,A,39.25680873,-111.1083507,Scrape,Yes,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10297,12,1987.0,2025.0,4074,0,200,184,836,5,1372,193,11,1744,42.81%,4.91%,78.67%
SNAKE               ,Snake Valley,10318,LELAND HARRIS WELL                                                              ,C4                                      ,Leland Harris Well                                                                                                                                                                                      ,Well,1.0,10318,SNAKE VALLEY                                                ,Observational,                                    ,DIGITAL     ,A,39.55859871,-113.8956699,,,https://waterrights.utah.gov/cgi-bin/dvrtview.exe?Modinfo=StationView&STATION_ID=10318,6,2018.0,2023.0,778,0,1,39,4,2,0,39,1,65,8.35%,0.13%,0.00%
